bond_code,ticker,sample,catalog_name,vendor_name,coupon
US718172CW74,PM,cusip6,PM 5.625 17-NOV-29,PM 5.625 17-NOV-29,5.625
US718172CX57,PM,cusip6,PM 5.75 17-NOV-32,PM 5.75 17-NOV-32,5.750
US718172CZ06,PM,cusip6,PM 4.875 15-FEB-28,PM 4.875 15-FEB-28,4.875
US718172DA46,PM,cusip6,PM 5.125 15-FEB-30,PM 5.125 15-FEB-30,5.125
US718172DB29,PM,cusip6,PM 5.375 15-FEB-33,PM 5.375 15-FEB-33,5.375
US718546AH74,PSX,name_block,PHILLIPS 66 5.875% 01May2042,PHILLIPS 66 5.875% 01May2042,5.875
US718546AK04,PSX,name_block,PHILLIPS 66 4.65% 15Nov2034,PHILLIPS 66 4.65% 15Nov2034,4.650
US718546AL86,PSX,name_block,PHILLIPS 66 4.875% 15Nov2044,PHILLIPS 66 4.875% 15Nov2044,4.875
US718546AR56,PSX,name_block,PHILLIPS 66 3.9% 15Mar2028,PHILLIPS 66 3.9% 15Mar2028,3.900
US718546AW42,PSX,name_block,PHILLIPS 66,PHILLIPS 66 2.15% 15Dec2030,2.150
US718546BA13,PSX,name_block,PSX 3.3 15-MAR-52,PSX 3.3 15-MAR-52,3.300
US718549AD00,PSX,name_block,Phillips 66 Partners LP 3.55% 01Oct2026,Phillips 66 Partners LP 3.55% 01Oct2026,3.550
US718549AF57,PSX,name_block,Phillips 66 Partners LP 3.75% 01Mar2028,Phillips 66 Partners LP 3.75% 01Mar2028,3.750
US71951QAA04,DOC,name_block,PHYSICIANS RLTY L P 4.3% 15Mar2027,PHYSICIANS RLTY L P 4.3% 15Mar2027,4.300
US71951QAC69,DOC,name_block,DOC 2.625 01-NOV-31,DOC 2.625 01-NOV-31,2.625
US720186AK13,DUK,name_block,PIEDMONT NAT GAS CO INC 3.64% 01Nov2046,PIEDMONT NAT GAS CO INC 3.64% 01Nov2046,3.640
US720186AN51,DUK,name_block,DUK 2.5 15-MAR-31,DUK 2.5 15-MAR-31,2.500
US720186AP00,DUK,name_block,DUK 5.05 15-MAY-52,DUK 5.05 15-MAY-52,5.050
US741503BC97,BKNG,cusip6,PRICELINE GROUP INC 3.55% 15Mar2028,PRICELINE GROUP INC 3.55% 15Mar2028,3.550
US74153WCP23,PRU,name_block,PRU 1.2 01-SEP-26,PRU 1.2 01-SEP-26,1.200
US74251VAA08,PFG,cusip6,PRINCIPAL FINL GROUP INC 6.05% 15Oct2036,PRINCIPAL FINL GROUP INC 6.05% 15Oct2036,6.050
US74251VAF94,PFG,cusip6,PRINCIPAL FINL GROUP INC 4.625% 15Sep2042,PRINCIPAL FINL GROUP INC 4.625% 15Sep2042,4.625
US74251VAJ17,PFG,cusip6,PRINCIPAL FINL GROUP INC 4.35% 15May2043,PRINCIPAL FINL GROUP INC 4.35% 15May2043,4.350
US74251VAM46,PFG,cusip6,PRINCIPAL FINL GROUP INC 3.1% 15Nov2026,PRINCIPAL FINL GROUP INC 3.1% 15Nov2026,3.100
US74251VAN29,PFG,cusip6,PRINCIPAL FINL GROUP INC 4.3% 15Nov2046,PRINCIPAL FINL GROUP INC 4.3% 15Nov2046,4.300
US74251VAT98,PFG,cusip6,PFG 5.375 15-MAR-33,PFG 5.375 15-MAR-33,5.375
US74251VAU61,PFG,cusip6,PFG 5.5 15-MAR-53,PFG 5.5 15-MAR-53,5.500
US74256LEP04,PFG,name_block,PFG 1.25 16-AUG-26,PFG 1.25 16-AUG-26,1.250
US74256LES43,PFG,name_block,PFG 1.5 17-NOV-26,PFG 1.5 17-NOV-26,1.500
US742718CB39,PG,cusip6,PROCTER & GAMBLE CO 5.5% 01Feb2034,PROCTER & GAMBLE CO 5.5% 01Feb2034,5.500
US742718DB20,PG,cusip6,PROCTER & GAMBLE CO 5.8% 15Aug2034,PROCTER & GAMBLE CO 5.8% 15Aug2034,5.800
US742718DF34,PG,cusip6,PROCTER & GAMBLE CO 5.55% 05Mar2037,PROCTER & GAMBLE CO 5.55% 05Mar2037,5.550
US742718ER62,PG,cusip6,PROCTER & GAMBLE CO 2.45% 03Nov2026,PROCTER & GAMBLE CO 2.45% 03Nov2026,2.450
US742718EV74,PG,cusip6,PROCTER & GAMBLE CO 2.85% 11Aug2027,PROCTER & GAMBLE CO 2.85% 11Aug2027,2.850
US742718FB02,PG,cusip6,PROCTER & GAMBLE CO 3.5% 25Oct2047,PROCTER & GAMBLE CO 3.5% 25Oct2047,3.500
US742718FH71,PG,cusip6,PROCTER & GAMBLE CO,PROCTER & GAMBLE CO 3% 25Mar2030,3.000
US742718FM66,PG,cusip6,PROCTER & GAMBLE CO,PROCTER & GAMBLE CO 1.2% 29Oct2030,1.200
US742718FQ70,PG,cusip6,PROCTER & GAMBLE CO,PROCTER & GAMBLE CO 1.95% 23Apr2031,1.950
US742718FV65,PG,cusip6,PG 1.9 01-FEB-27,PG 1.9 01-FEB-27,1.900
US742718FW49,PG,cusip6,PG 2.3 01-FEB-32,PG 2.3 01-FEB-32,2.300
US742718FZ79,PG,cusip6,PG 3.95 26-JAN-28,PG 3.95 26-JAN-28,3.950
US742718GA10,PG,cusip6,PG 4.05 26-JAN-33,PG 4.05 26-JAN-33,4.050
US743263AE50,DUK,name_block,PROGRESS ENERGY INC 7.75% 01Mar2031,PROGRESS ENERGY INC 7.75% 01Mar2031,7.750
US743263AG09,DUK,name_block,PROGRESS ENERGY INC 7% 30Oct2031,PROGRESS ENERGY INC 7% 30Oct2031,7.000
US743263AP08,DUK,name_block,PROGRESS ENERGY INC 6% 01Dec2039,PROGRESS ENERGY INC 6% 01Dec2039,6.000
US743315AJ20,PGR,cusip6,PROGRESSIVE CORP OH 6.625% 01Mar2029,PROGRESSIVE CORP OH 6.625% 01Mar2029,6.625
US743315AL75,PGR,cusip6,PROGRESSIVE CORP OH 6.25% 01Dec2032,PROGRESSIVE CORP OH 6.25% 01Dec2032,6.250
US743315AP89,PGR,cusip6,PROGRESSIVE CORP OH 4.35% 25Apr2044,PROGRESSIVE CORP OH 4.35% 25Apr2044,4.350
US743315AR46,PGR,cusip6,PROGRESSIVE CORP OH 2.45% 15Jan2027,PROGRESSIVE CORP OH 2.45% 15Jan2027,2.450
US743315AS29,PGR,cusip6,PROGRESSIVE CORP OH 4.125% 15Apr2047,PROGRESSIVE CORP OH 4.125% 15Apr2047,4.125
US743315AT02,PGR,cusip6,PROGRESSIVE CORP OH 4.2% 15Mar2048,PROGRESSIVE CORP OH 4.2% 15Mar2048,4.200
US743315AV57,PGR,cusip6,PROGRESSIVE CORP OH 4% 01Mar2029,PROGRESSIVE CORP OH 4% 01Mar2029,4.000
US743315AY96,PGR,cusip6,PGR 2.5 15-MAR-27,PGR 2.5 15-MAR-27,2.500
US743315AZ61,PGR,cusip6,PGR 3 15-MAR-32,PGR 3 15-MAR-32,3.000
US743315BA02,PGR,cusip6,PGR 3.7 15-MAR-52,PGR 3.7 15-MAR-52,3.700
US74340XBH35,PLD,name_block,PROLOGIS L P 3.875% 15Sep2028,PROLOGIS L P 3.875% 15Sep2028,3.875
US74340XBM20,PLD,name_block,PROLOGIS LP,PROLOGIS L P 2.25% 15Apr2030,2.250
US74340XBR17,PLD,name_block,PROLOGIS LP,PROLOGIS L P 1.25% 15Oct2030,1.250
US74340XBS99,PLD,name_block,PLD 1.625 15-MAR-31,PLD 1.625 15-MAR-31,1.625
US74340XBT72,PLD,name_block,PLD 4.625 15-JAN-33,PLD 4.625 15-JAN-33,4.625
US74340XBV29,PLD,name_block,PLD 3.375 15-DEC-27,PLD 3.375 15-DEC-27,3.375
US74340XBX84,PLD,name_block,PLD 4 15-SEP-28,PLD 4 15-SEP-28,4.000
US74340XBY67,PLD,name_block,PLD 2.875 15-NOV-29,PLD 2.875 15-NOV-29,2.875
US74340XBZ33,PLD,name_block,PLD 1.75 01-JUL-30,PLD 1.75 01-JUL-30,1.750
US74340XCA72,PLD,name_block,PLD 1.75 01-FEB-31,PLD 1.75 01-FEB-31,1.750
US74340XCB55,PLD,name_block,PLD 2.25 15-JAN-32,PLD 2.25 15-JAN-32,2.250
US74340XCC39,PLD,name_block,PLD 3.05 01-MAR-50,PLD 3.05 01-MAR-50,3.050
US744320AY89,PRU,cusip6,PRUDENTIAL FINL INC 3.905% 07Dec2047,PRUDENTIAL FINL INC 3.905% 07Dec2047,3.905
US744320BA94,PRU,cusip6,PRUDENTIAL FINL INC 3.935% 07Dec2049,PRUDENTIAL FINL INC 3.935% 07Dec2049,3.935
US744320BJ04,PRU,cusip6,PRU 5.125 01-MAR-52,PRU 5.125 01-MAR-52,5.125
US744320BK76,PRU,cusip6,PRU 6 01-SEP-52,PRU 6 01-SEP-52,6.000
US74432QAC96,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.75% 15Jul2033,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.75% 15Jul2033,5.750
US74432QAH83,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.4% 13Jun2035,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.4% 13Jun2035,5.400
US74432QAK13,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.9% 17Mar2036,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.9% 17Mar2036,5.900
US74432QAQ82,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.7% 14Dec2036,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.7% 14Dec2036,5.700
US74432QBD60,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.625% 01Dec2037,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.625% 01Dec2037,6.625
US74432QBN43,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.625% 21Jun2040,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.625% 21Jun2040,6.625
US74432QBQ73,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.2% 15Nov2040,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 6.2% 15Nov2040,6.200
US74432QBS30,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.625% 12May2041,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.625% 12May2041,5.625
US74432QBY08,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.1% 15Aug2043,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 5.1% 15Aug2043,5.100
US74432QCA13,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 4.6% 15May2044,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 4.6% 15May2044,4.600
US74432QCC78,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 3.878% 27Mar2028,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 3.878% 27Mar2028,3.878
US74432QCD51,PRU,name_block,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 4.418% 27Mar2048,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 4.418% 27Mar2048,4.418
US74432QCE35,PRU,name_block,PRUDENTIAL FINANCIAL INC MTN,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 4.35% 25Feb2050,4.350
US74432QCF00,PRU,name_block,PRUDENTIAL FINANCIAL INC MTN,PRUDENTIAL FINL INC MEDIUM TERM NTS BOOK 3.7% 13Mar2051,3.700
US744448BZ35,XEL,name_block,PUBLIC SVC CO COLO 6.25% 01Sep2037,PUBLIC SVC CO COLO 6.25% 01Sep2037,6.250
US744448CA74,XEL,name_block,PUBLIC SVC CO COLO 6.5% 01Aug2038,PUBLIC SVC CO COLO 6.5% 01Aug2038,6.500
US744448CE96,XEL,name_block,PUBLIC SVC CO COLO 4.75% 15Aug2041,PUBLIC SVC CO COLO 4.75% 15Aug2041,4.750
US744448CG45,XEL,name_block,PUBLIC SVC CO COLO 3.6% 15Sep2042,PUBLIC SVC CO COLO 3.6% 15Sep2042,3.600
US744448CJ83,XEL,name_block,PUBLIC SVC CO COLO 3.95% 15Mar2043,PUBLIC SVC CO COLO 3.95% 15Mar2043,3.950
US744448CK56,XEL,name_block,PUBLIC SVC CO COLO 4.3% 15Mar2044,PUBLIC SVC CO COLO 4.3% 15Mar2044,4.300
US744448CM13,XEL,name_block,PUBLIC SVC CO COLO 3.55% 15Jun2046,PUBLIC SVC CO COLO 3.55% 15Jun2046,3.550
US744448CN95,XEL,name_block,PUBLIC SVC CO COLO 3.8% 15Jun2047,PUBLIC SVC CO COLO 3.8% 15Jun2047,3.800
US744448CP44,XEL,name_block,PUBLIC SVC CO COLO 3.7% 15Jun2028,PUBLIC SVC CO COLO 3.7% 15Jun2028,3.700
US744448CQ27,XEL,name_block,PUBLIC SVC CO COLO 4.1% 15Jun2048,PUBLIC SVC CO COLO 4.1% 15Jun2048,4.100
US744448CV12,XEL,name_block,PUBLIC SERVICE COMPANY OF COLORADO,PUBLIC SVC CO COLO 1.875% 15Jun2031,1.875
US744448CW94,XEL,name_block,XEL 4.1 01-JUN-32,XEL 4.1 01-JUN-32,4.100
US744448CX77,XEL,name_block,XEL 4.5 01-JUN-52,XEL 4.5 01-JUN-52,4.500
US744482BM11,ES,name_block,Public Service Company of New Hampshire 3.6% 1jul2049 USD,Public Service Company of New Hampshire 3.6% 1jul2049 USD,3.600
US744482BP42,ES,name_block,ES 5.15 15-JAN-53,ES 5.15 15-JAN-53,5.150
US744533BM10,AEP,name_block,AEP 2.2 15-AUG-31,AEP 2.2 15-AUG-31,2.200
US744533BP41,AEP,name_block,AEP 3.15 15-AUG-51,AEP 3.15 15-AUG-51,3.150
US744533BQ24,AEP,name_block,AEP 5.25 15-JAN-33,AEP 5.25 15-JAN-33,5.250
US744538AE99,ES,name_block,ES 2.2 15-JUN-31,ES 2.2 15-JUN-31,2.200
US74456QAV86,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 5.5% 01Mar2040,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 5.5% 01Mar2040,5.500
US74456QAZ90,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.95% 01May2042,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.95% 01May2042,3.950
US74456QBA31,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.65% 01Sep2042,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.65% 01Sep2042,3.650
US74456QBR65,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 2.25% 15Sep2026,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 2.25% 15Sep2026,2.250
US74456QBS49,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3% 15May2027,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3% 15May2027,3.000
US74456QBU94,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.7% 01May2028,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.7% 01May2028,3.700
US74456QBV77,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 4.05% 01May2048,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 4.05% 01May2048,4.050
US74456QBX34,PEG,name_block,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.65% 01Sep2028,PUBLIC SVC ELEC GAS CO SECD MEDIUM TERM 3.65% 01Sep2028,3.650
US74456QCG91,PEG,name_block,PEG 3 01-MAR-51,PEG 3 01-MAR-51,3.000
US74456QCH74,PEG,name_block,PEG 1.9 15-AUG-31,PEG 1.9 15-AUG-31,1.900
US74456QCJ31,PEG,name_block,PEG 3.1 15-MAR-32,PEG 3.1 15-MAR-32,3.100
US74456QCK04,PEG,name_block,PEG 4.9 15-DEC-32,PEG 4.9 15-DEC-32,4.900
US744573AS57,PEG,cusip6,PEG 8.625 15-APR-31,PEG 8.625 15-APR-31,8.625
US744573AU04,PEG,cusip6,PEG 2.45 15-NOV-31,PEG 2.45 15-NOV-31,2.450
US744573AV86,PEG,cusip6,PEG 5.85 15-NOV-27,PEG 5.85 15-NOV-27,5.850
US74460DAC39,PSA,cusip6,Public Storage 3.094% 15Sep2027,Public Storage 3.094% 15Sep2027,3.094
US74460DAG43,PSA,cusip6,PSA 1.5 09-NOV-26,PSA 1.5 09-NOV-26,1.500
US74460DAH26,PSA,cusip6,PSA 1.95 09-NOV-28,PSA 1.95 09-NOV-28,1.950
US74460DAJ81,PSA,cusip6,PSA 2.25 09-NOV-31,PSA 2.25 09-NOV-31,2.250
US74460WAE75,PSA,name_block,PSA 2.3 01-MAY-31,PSA 2.3 01-MAY-31,2.300
US745867AM30,PHM,cusip6,PulteGroup 7.875% 15jun2032 USD,PulteGroup 7.875% 15jun2032 USD,7.875
US745867AP60,PHM,cusip6,PulteGroup 6.375% 15may2033 USD,PulteGroup 6.375% 15may2033 USD,6.375
US745867AT82,PHM,cusip6,PulteGroup 6% 15feb2035 USD,PulteGroup 6% 15feb2035 USD,6.000
US747525AJ27,QCOM,cusip6,QUALCOMM INC 4.65% 20May2035,QUALCOMM INC 4.65% 20May2035,4.650
US747525AK99,QCOM,cusip6,QUALCOMM INC 4.8% 20May2045,QUALCOMM INC 4.8% 20May2045,4.800
US747525AU71,QCOM,cusip6,QUALCOMM INC 3.25% 20May2027,QUALCOMM INC 3.25% 20May2027,3.250
US747525AV54,QCOM,cusip6,QUALCOMM INC 4.3% 20May2047,QUALCOMM INC 4.3% 20May2047,4.300
US747525BJ18,QCOM,cusip6,QUALCOMM INCORPORATED,QUALCOMM INC 3.25% 20May2050,3.250
US747525BK80,QCOM,cusip6,QUALCOMM INCORPORATED,QUALCOMM INC 2.15% 20May2030,2.150
US747525BN20,QCOM,cusip6,QUALCOMM INCORPORATED,QUALCOMM INC 1.3% 20May2028,1.300
US747525BP77,QCOM,cusip6,QUALCOMM INCORPORATED,QUALCOMM INC 1.65% 20May2032,1.650
US747525BQ50,QCOM,cusip6,QCOM 4.25 20-MAY-32,QCOM 4.25 20-MAY-32,4.250
US747525BR34,QCOM,cusip6,QCOM 4.5 20-MAY-52,QCOM 4.5 20-MAY-52,4.500
US747525BS17,QCOM,cusip6,QCOM 5.4 20-MAY-33,QCOM 5.4 20-MAY-33,5.400
US747525BT99,QCOM,cusip6,QCOM 6 20-MAY-53,QCOM 6 20-MAY-53,6.000
US74762EAH53,PWR,cusip6,PWR 2.35 15-JAN-32,PWR 2.35 15-JAN-32,2.350
US74762EAJ10,PWR,cusip6,PWR 3.05 01-OCT-41,PWR 3.05 01-OCT-41,3.050
US74834LBB53,DGX,cusip6,QUEST DIAGNOSTICS INCORPORATED,QUEST DIAGNOSTICS INC 2.95% 30Jun2030,2.950
US754730AF69,RJF,cusip6,RAYMOND JAMES FINL INC 4.95% 15Jul2046,RAYMOND JAMES FINL INC 4.95% 15Jul2046,4.950
US754730AH26,RJF,cusip6,RAYMOND JAMES FINANCIAL INC.,RAYMOND JAMES FINL INC 3.75% 01Apr2051,3.750
US75513EAC57,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 3.125% 01Jul2050,3.125
US75513EAD31,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 2.25% 01Jul2030,2.250
US75513EBZ34,RTX,cusip6,RTX 7 01-NOV-28,RTX 7 01-NOV-28,7.000
US75513ECH27,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 3.5% 15Mar2027,3.500
US75513ECK55,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 4.35% 15Apr2047,4.350
US75513ECL39,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 2.82% 01Sep2051,2.820
US75513ECM12,RTX,cusip6,RAYTHEON TECHNOLOGIES CORPORATION,RTX CORP 1.9% 01Sep2031,1.900
US75513ECN94,RTX,cusip6,RTX 2.375 15-MAR-32,RTX 2.375 15-MAR-32,2.375
US75513ECP43,RTX,cusip6,RTX 3.03 15-MAR-52,RTX 3.03 15-MAR-52,3.030
US75513ECR09,RTX,cusip6,RTX 5.15 27-FEB-33,RTX 5.15 27-FEB-33,5.150
US75513ECS81,RTX,cusip6,RTX 5.375 27-FEB-53,RTX 5.375 27-FEB-53,5.375
US75524KPG30,CFG,name_block,CFG 4.575 09-AUG-28,CFG 4.575 09-AUG-28,4.575
US756109AR55,O,cusip6,REALTY INCOME CORP 4.125% 15Oct2026,REALTY INCOME CORP 4.125% 15Oct2026,4.125
US756109AS39,O,cusip6,REALTY INCOME CORP 3% 15Jan2027,REALTY INCOME CORP 3% 15Jan2027,3.000
US756109AT12,O,cusip6,REALTY INCOME CORP 4.65% 15Mar2047,REALTY INCOME CORP 4.65% 15Mar2047,4.650
US756109AU84,O,cusip6,REALTY INCOME CORP 3.65% 15Jan2028,REALTY INCOME CORP 3.65% 15Jan2028,3.650
US756109AX24,O,cusip6,REALTY INCOME CORPORATION,REALTY INCOME CORP 3.25% 15Jan2031,3.250
US756109BG81,O,cusip6,O 3.95 15-AUG-27,O 3.95 15-AUG-27,3.950
US756109BH64,O,cusip6,O 3.4 15-JAN-28,O 3.4 15-JAN-28,3.400
US756109BK93,O,cusip6,O 3.1 15-DEC-29,O 3.1 15-DEC-29,3.100
US756109BL76,O,cusip6,O 2.85 15-DEC-32,O 2.85 15-DEC-32,2.850
US756109BP80,O,cusip6,O 5.625 13-OCT-32,O 5.625 13-OCT-32,5.625
US756109BR47,O,cusip6,O 4.85 15-MAR-30,O 4.85 15-MAR-30,4.850
US75884RAV50,REG,name_block,REGENCY CTRS L P 3.6% 01Feb2027,REGENCY CTRS L P 3.6% 01Feb2027,3.600
US75884RAX17,REG,name_block,REGENCY CTRS L P 4.125% 15Mar2028,REGENCY CTRS L P 4.125% 15Mar2028,4.125
US75886FAE79,REGN,cusip6,REGENERON PHARMACEUTICALS INC.,REGENERON PHARMACEUTICALS INC 1.75% 15Sep2030,1.750
US75886FAF45,REGN,cusip6,REGENERON PHARMACEUTICALS INC.,REGENERON PHARMACEUTICALS INC 2.8% 15Sep2050,2.800
US7591EPAE09,RF,cusip6,REGIONS FINL CORP NEW 7.375% 10Dec2037,REGIONS FINL CORP NEW 7.375% 10Dec2037,7.375
US7591EPAT77,RF,cusip6,RF 1.8 12-AUG-28,RF 1.8 12-AUG-28,1.800
US760759AS91,RSG,cusip6,REPUBLIC SVCS INC 3.375% 15Nov2027,REPUBLIC SVCS INC 3.375% 15Nov2027,3.375
US760759AT74,RSG,cusip6,REPUBLIC SVCS INC 3.95% 15May2028,REPUBLIC SVCS INC 3.95% 15May2028,3.950
US760759AZ35,RSG,cusip6,REPUBLIC SERVICES INC,REPUBLIC SVCS INC 1.75% 15Feb2032,1.750
US760759BA74,RSG,cusip6,RSG 2.375 15-MAR-33,RSG 2.375 15-MAR-33,2.375
US773903AL39,ROK,name_block,ROK 1.75 15-AUG-31,ROK 1.75 15-AUG-31,1.750
US773903AM12,ROK,name_block,ROK 2.8 15-AUG-61,ROK 2.8 15-AUG-61,2.800
US776743AD85,ROP,name_block,ROPER TECHNOLOGIES INC 3.8% 15Dec2026,ROPER TECHNOLOGIES INC 3.8% 15Dec2026,3.800
US776743AF34,ROP,name_block,ROPER TECHNOLOGIES INC 4.2% 15Sep2028,ROPER TECHNOLOGIES INC 4.2% 15Sep2028,4.200
US776743AL02,ROP,name_block,ROPER TECHNOLOGIES INC,ROPER TECHNOLOGIES INC 1.75% 15Feb2031,1.750
US778296AC75,ROST,cusip6,ROST 4.7 15-APR-27,ROST 4.7 15-APR-27,4.700
US778296AD58,ROST,cusip6,ROST 4.8 15-APR-30,ROST 4.8 15-APR-30,4.800
US778296AE32,ROST,cusip6,ROST 5.45 15-APR-50,ROST 5.45 15-APR-50,5.450
US780153AG79,RCL,name_block,ROYAL CARIBBEAN CRUISES LTD 7.5% 15Oct2027,ROYAL CARIBBEAN CRUISES LTD 7.5% 15Oct2027,7.500
US780153AW20,RCL,name_block,ROYAL CARIBBEAN CRUISES LTD 3.7% 15Mar2028,ROYAL CARIBBEAN CRUISES LTD 3.7% 15Mar2028,3.700
US78387GAM50,T,cusip6,SBC COMMUNICATIONS INC 6.45% 15Jun2034,SBC COMMUNICATIONS INC 6.45% 15Jun2034,6.450
US78387GAQ64,T,cusip6,SBC COMMUNICATIONS INC 6.15% 15Sep2034,SBC COMMUNICATIONS INC 6.15% 15Sep2034,6.150
US78409VAM63,SPGI,name_block,S&P GLOBAL INC 2.95% 22Jan2027,S&P GLOBAL INC 2.95% 22Jan2027,2.950
US78409VBG86,SPGI,name_block,SPGI 4.25 01-MAY-29,SPGI 4.25 01-MAY-29,4.250
US78409VBH69,SPGI,name_block,SPGI 2.45 01-MAR-27,SPGI 2.45 01-MAR-27,2.450
US78409VBK98,SPGI,name_block,SPGI 2.9 01-MAR-32,SPGI 2.9 01-MAR-32,2.900
US78409VBL71,SPGI,name_block,SPGI 3.7 01-MAR-52,SPGI 3.7 01-MAR-52,3.700
US78409VBM54,SPGI,name_block,SPGI 3.9 01-MAR-62,SPGI 3.9 01-MAR-62,3.900
US79466LAF13,CRM,cusip6,SALESFORCE COM INC 3.7% 11Apr2028,SALESFORCE INC 3.7% 11Apr2028,3.700
US79466LAH78,CRM,cusip6,SALESFORCE.COM INC.,SALESFORCE INC 1.5% 15Jul2028,1.500
US79466LAJ35,CRM,cusip6,SALESFORCE.COM INC.,SALESFORCE INC 1.95% 15Jul2031,1.950
US79466LAK08,CRM,cusip6,SALESFORCE.COM INC.,SALESFORCE INC 2.7% 15Jul2041,2.700
US79466LAL80,CRM,cusip6,SALESFORCE.COM INC.,SALESFORCE INC 2.9% 15Jul2051,2.900
US79466LAM63,CRM,cusip6,SALESFORCE.COM INC.,SALESFORCE INC 3.05% 15Jul2061,3.050
US797440BM51,SRE,name_block,SAN DIEGO GAS & ELEC CO 4.5% 15Aug2040,SAN DIEGO GAS & ELEC CO 4.5% 15Aug2040,4.500
US797440BP82,SRE,name_block,SAN DIEGO GAS & ELEC CO 3.95% 15Nov2041,SAN DIEGO GAS & ELEC CO 3.95% 15Nov2041,3.950
US797440BQ65,SRE,name_block,SAN DIEGO GAS & ELEC CO 4.3% 01Apr2042,SAN DIEGO GAS & ELEC CO 4.3% 01Apr2042,4.300
US797440BV50,SRE,name_block,SAN DIEGO GAS & ELEC CO 3.75% 01Jun2047,SAN DIEGO GAS & ELEC CO 3.75% 01Jun2047,3.750
US797440BW34,SRE,name_block,SAN DIEGO GAS & ELEC CO 4.15% 15May2048,SAN DIEGO GAS & ELEC CO 4.15% 15May2048,4.150
US797440BZ64,SRE,name_block,SAN DIEGO GAS & ELECTRIC CO,SAN DIEGO GAS & ELEC CO 1.7% 01Oct2030,1.700
US797440CA05,SRE,name_block,SRE 2.95 15-AUG-51,SRE 2.95 15-AUG-51,2.950
US797440CB87,SRE,name_block,SRE 3 15-MAR-32,SRE 3 15-MAR-32,3.000
US797440CD44,SRE,name_block,SRE 5.35 01-APR-53,SRE 5.35 01-APR-53,5.350
US806854AJ48,SLB,name_block,SCHLUMBERGER INVESTMENT SA,SCHLUMBERGER INVT SA 2.65% 26Jun2030,2.650
US808513AQ89,SCHW,cusip6,SCHWAB CHARLES CORP NEW 3.2% 02Mar2027,SCHWAB CHARLES CORP NEW 3.2% 02Mar2027,3.200
US808513AR62,SCHW,cusip6,SCHW 5,SCHW 5,
