ticker,route,name_src,bond_code,bond_name,quote_date,curve_date,maturity,tenor_yrs,coupon,price,yield_pct,tsy_pct,spread_bp,ytm_check_gap_bp
COST,name_block,fundamentals,US22160KAQ85,COSTCO WHSL CORP NEW 1.75% 20Apr2032,2026-08-19,2026-08-13,2032-04-20,5.6701,1.75,86.2,4.5388,4.3703,16.85,-0.2
CPT,cusip6,catalogue,US133131AW29,CAMDEN PPTY TR 4.1% 15Oct2028,2026-08-19,2026-08-13,2028-10-15,2.1574,4.1,99.383,4.4012,4.1579,24.33,-0.1
CRL,cusip6,catalogue,US159864AE78,Charles River Laboratories International 4.25% 1may2028 USD,2026-08-19,2026-08-13,2028-05-01,1.7002,4.25,98.75,5.0236,4.096,92.76,-0.1
CRM,cusip6,fundamentals,US79466LAF13,SALESFORCE INC 3.7% 11Apr2028,2026-08-14,2026-08-13,2028-04-11,1.6591,3.7,98.842,4.4328,4.0886,34.42,-0.4
CRM,cusip6,fundamentals,US79466LAH78,SALESFORCE INC 1.5% 15Jul2028,2026-08-14,2026-08-13,2028-07-15,1.9192,1.5,94.575,4.4934,4.1355,35.79,-1.3
CRM,cusip6,fundamentals,US79466LAJ35,SALESFORCE INC 1.95% 15Jul2031,2026-08-14,2026-08-13,2031-07-15,4.9172,1.95,86.7666,5.0238,4.315,70.88,-0.4
CRM,cusip6,fundamentals,US79466LAK08,SALESFORCE INC 2.7% 15Jul2041,2026-08-14,2026-08-13,2041-07-15,14.9185,2.7,67.3241,6.059,4.9104,114.86,-0.1
CRM,cusip6,fundamentals,US79466LAL80,SALESFORCE INC 2.9% 15Jul2051,2026-08-14,2026-08-13,2051-07-15,24.9172,2.9,55.29,6.571,5.2049,136.61,-0.0
CRM,cusip6,fundamentals,US79466LAM63,SALESFORCE INC 3.05% 15Jul2061,2026-08-14,2026-08-13,2061-07-15,34.9185,3.05,52.456,6.5183,5.21,130.83,-0.0
CSCO,cusip6,fundamentals,US17275RBL50,CISCO SYS INC 2.5% 20Sep2026,2026-08-14,2026-08-13,2026-09-20,0.1013,2.5,100.002,2.4531,3.87,1.0,1.5
CSCO,cusip6,fundamentals,US17275RAD44,CISCO SYS INC 5.9% 15Feb2039,2026-08-14,2026-08-13,2039-02-15,12.5065,5.9,104.0,5.4542,4.7729,68.13,0.0
CSCO,cusip6,fundamentals,US17275RAF91,CISCO SYS INC 5.5% 15Jan2040,2026-08-14,2026-08-13,2040-01-15,13.4209,5.5,99.116,5.594,4.825,76.9,-0.0
CSX,cusip6,fundamentals,US126408HE65,CSX CORP 2.6% 01Nov2026,2026-08-14,2026-08-13,2026-11-01,0.2163,2.6,99.644,4.3143,3.87,44.43,-5.9
CSX,cusip6,fundamentals,US126408HH96,CSX CORP 3.25% 01Jun2027,2026-08-14,2026-08-13,2027-06-01,0.7967,3.25,99.193,4.2959,3.9429,35.3,-1.0
CSX,cusip6,fundamentals,US126408HJ52,CSX CORP 3.8% 01Mar2028,2026-08-14,2026-08-13,2028-03-01,1.5469,3.8,99.089,4.4178,4.0684,34.94,-0.3
CSX,cusip6,fundamentals,US126408HM81,CSX CORP 4.25% 15Mar2029,2026-08-14,2026-08-13,2029-03-15,2.5845,4.25,99.387,4.5032,4.1792,32.4,-0.1
CSX,cusip6,catalogue,US126408HU08,CSX 4.1 15-NOV-32,2026-08-14,2026-08-13,2032-11-15,6.256,4.1,95.8421,4.8796,4.4142,46.54,-0.2
CSX,cusip6,fundamentals,US126408GH06,CSX CORP 6% 01Oct2036,2026-08-14,2026-08-13,2036-10-01,10.1328,6.0,105.116,5.3383,4.6376,70.07,0.0
CSX,cusip6,fundamentals,US126408GK35,CSX CORP 6.15% 01May2037,2026-08-14,2026-08-13,2037-05-01,10.7132,6.15,105.7745,5.4304,4.6707,75.97,0.0
CSX,cusip6,fundamentals,US126408GS60,CSX CORP 6.22% 30Apr2040,2026-08-14,2026-08-13,2040-04-30,13.7112,6.22,105.474,5.64,4.8415,79.85,0.0
CSX,cusip6,fundamentals,US126408GU17,CSX CORP 5.5% 15Apr2041,2026-08-13,2026-08-13,2041-04-15,14.6721,5.5,98.7281,5.6276,4.8963,73.13,0.0
CSX,cusip6,fundamentals,US126408GW72,CSX CORP 4.75% 30May2042,2026-08-13,2026-08-13,2042-05-30,15.7947,4.75,89.355,5.7865,4.9603,82.62,-0.0
CSX,cusip6,fundamentals,US126408GX55,CSX CORP 4.4% 01Mar2043,2026-08-12,2026-08-12,2043-03-01,16.5503,4.4,84.539,5.873,5.0468,82.62,-0.0
CSX,cusip6,fundamentals,US126408GY39,CSX CORP 4.1% 15Mar2044,2026-08-04,2026-08-04,2044-03-15,17.6126,4.1,80.724,5.8703,5.0487,82.16,-0.0
CSX,cusip6,fundamentals,US126408HF31,CSX CORP 3.8% 01Nov2046,2026-08-14,2026-08-13,2046-11-01,20.2163,3.8,74.6675,5.9753,5.2002,77.51,-0.1
CSX,cusip6,fundamentals,US126408HN64,CSX CORP 4.75% 15Nov2048,2026-08-12,2026-08-12,2048-11-15,22.2615,4.75,84.639,6.01,5.24,77.0,-0.0
CSX,cusip6,fundamentals,US126408HC00,CSX CORP 3.95% 01May2050,2026-07-29,2026-07-29,2050-05-01,23.7563,3.95,75.572,5.8689,5.2062,66.27,-0.0
CSX,cusip6,catalogue,US126408HV80,CSX 4.5 15-NOV-52,2026-08-14,2026-08-13,2052-11-15,26.256,4.5,80.296,5.9995,5.2063,79.32,-0.0
CSX,cusip6,fundamentals,US126408HG14,CSX CORP 4.25% 01Nov2066,2026-08-13,2026-08-13,2066-11-01,40.219,4.25,73.5175,6.0013,5.21,79.13,-0.0
CSX,cusip6,fundamentals,US126408HL09,CSX CORP 4.65% 01Mar2068,2026-08-14,2026-08-13,2068-03-01,41.5469,4.65,78.0278,6.1129,5.21,90.29,-0.0
CTAS,name_block,fundamentals,US17252MAN02,CINTAS CORP NO 2 3.7% 01Apr2027,2026-08-14,2026-08-13,2027-04-01,0.6297,3.7,99.6126,4.3318,3.9206,41.12,-0.8
CTAS,name_block,catalogue,US17252MAQ33,CTAS 4 01-MAY-32,2026-08-14,2026-08-13,2032-05-01,5.7139,4.0,95.7293,4.865,4.3735,49.15,-0.1
CTAS,name_block,fundamentals,US17252MAG50,CINTAS CORP NO 2 6.15% 15Aug2036,2026-08-12,2026-08-12,2036-08-15,10.0096,6.15,104.591,5.5459,4.6805,86.54,0.0
CVS,name_block,fundamentals,US126650DH04,CVS HEALTH CORP 3.625% 01Apr2027,2026-08-19,2026-08-13,2027-04-01,0.616,3.625,99.67,4.1696,3.9188,25.08,-0.2
CVS,name_block,catalogue,US126650BJ87,CVS HEALTH CORP 6.25% 01Jun2027,2026-08-19,2026-08-13,2027-06-01,0.783,6.25,101.337,4.4767,3.9411,53.56,0.5
CVS,name_block,fundamentals,US126650DM98,CVS HEALTH CORP 1.3% 21Aug2027,2026-08-19,2026-08-13,2027-08-21,1.0048,1.3,96.93,4.4645,3.9709,49.36,-0.6
CVS,name_block,catalogue,US126650CX62,CVS HEALTH CORP 4.3% 25Mar2028,2026-08-19,2026-08-13,2028-03-25,1.5989,4.3,99.612,4.5521,4.0778,47.43,-0.0
CVS,name_block,fundamentals,US126650DG21,CVS HEALTH CORP 3.25% 15Aug2029,2026-08-19,2026-08-13,2029-08-15,2.9897,3.25,95.874,4.7481,4.1995,54.86,-0.2
CVS,name_block,catalogue,US126650DT42,CVS 5.125 21-FEB-30,2026-08-19,2026-08-13,2030-02-21,3.5099,5.125,100.787,4.8684,4.2306,63.78,1.0
CVS,name_block,fundamentals,US126650DJ69,CVS HEALTH CORP 3.75% 01Apr2030,2026-08-19,2026-08-13,2030-04-01,3.6167,3.75,96.326,4.8698,4.237,63.28,-0.1
CVS,name_block,fundamentals,US126650DN71,CVS HEALTH CORP 1.75% 21Aug2030,2026-08-19,2026-08-13,2030-08-21,4.0055,1.75,88.579,4.9289,4.2603,66.86,-0.2
CVS,name_block,fundamentals,US126650DQ03,CVS HEALTH CORP 1.875% 28Feb2031,2026-08-19,2026-08-13,2031-02-28,4.5284,1.875,87.506,4.9957,4.2917,70.4,-0.4
CVS,name_block,catalogue,US126650DR85,CVS 2.125 15-SEP-31,2026-08-19,2026-08-13,2031-09-15,5.0732,2.125,86.74,5.1282,4.3255,80.27,-0.2
CVS,name_block,catalogue,US126650DU15,CVS 5.25 21-FEB-33,2026-08-19,2026-08-13,2033-02-21,6.5106,5.25,100.215,5.2104,4.4333,77.71,0.0
CVS,name_block,catalogue,US126650CM08,CVS HEALTH CORP 4.875% 20Jul2035,2026-08-19,2026-08-13,2035-07-20,8.9172,4.875,95.352,5.542,4.5722,96.98,-0.0
CVS,name_block,catalogue,US126650CY46,CVS HEALTH CORP 4.78% 25Mar2038,2026-08-19,2026-08-13,2038-03-25,11.5975,4.78,91.676,5.774,4.7211,105.29,-0.0
CVS,name_block,catalogue,US126650BR04,CVS HEALTH CORP 6.125% 15Sep2039,2026-08-19,2026-08-13,2039-09-15,13.0732,6.125,101.667,5.9392,4.8052,113.4,0.0
CVS,name_block,fundamentals,US126650DK33,CVS HEALTH CORP 4.125% 01Apr2040,2026-08-19,2026-08-13,2040-04-01,13.6181,4.125,83.1964,5.9418,4.8362,110.56,-0.0
CVS,name_block,fundamentals,US126650DP20,CVS HEALTH CORP 2.7% 21Aug2040,2026-08-14,2026-08-13,2040-08-21,14.0205,2.7,69.1771,5.9795,4.8592,112.03,-0.2
CVS,name_block,catalogue,US126650CD09,CVS HEALTH CORP 5.3% 05Dec2043,2026-08-19,2026-08-13,2043-12-05,17.295,5.3,90.074,6.2459,5.0458,120.01,-0.0
CVS,name_block,catalogue,US126650CN80,CVS HEALTH CORP 5.125% 20Jul2045,2026-08-19,2026-08-13,2045-07-20,18.9185,5.125,87.573,6.254,5.1384,111.56,-0.0
CVS,name_block,catalogue,US126650CZ11,CVS HEALTH CORP 5.05% 25Mar2048,2026-08-19,2026-08-13,2048-03-25,21.5989,5.05,85.266,6.3084,5.2016,110.68,-0.0
CVS,name_block,fundamentals,US126650DL16,CVS HEALTH CORP 4.25% 01Apr2050,2026-08-13,2026-08-13,2050-04-01,23.6331,4.25,75.098,6.2869,5.2036,108.33,-0.0
CVS,name_block,catalogue,US126650DV97,CVS 5.625 21-FEB-53,2026-08-19,2026-08-13,2053-02-21,26.5106,5.625,90.441,6.377,5.2065,117.05,-0.0
CVX,name_block,fundamentals,US166764BX70,CHEVRON CORP NEW 1.995% 11May2027,2026-08-19,2026-08-13,2027-05-11,0.7255,1.995,98.527,4.074,3.9334,14.06,-0.2
CVX,name_block,fundamentals,US166756AL00,CHEVRON U S A INC 1.018% 12Aug2027,2026-08-19,2026-08-13,2027-08-12,0.9802,1.018,97.089,4.0851,3.9674,11.77,-0.7
CVX,name_block,catalogue,US166756AR79,CVX 3.85 15-JAN-28,2026-08-19,2026-08-13,2028-01-15,1.4073,3.85,99.5,4.2185,4.0433,17.52,-0.1
CVX,name_block,catalogue,US166756AS52,CVX 3.25 15-OCT-29,2026-08-19,2026-08-13,2029-10-15,3.1567,3.25,96.497,4.4519,4.2094,24.25,-0.1
CVX,name_block,fundamentals,US166764BY53,CHEVRON CORP NEW 2.236% 11May2030,2026-08-19,2026-08-13,2030-05-11,3.7262,2.236,91.8407,4.6457,4.2436,40.21,-0.1
CVX,name_block,fundamentals,US166756AT36,CHEVRON U S A INC 6% 01Mar2041,2026-08-14,2026-08-13,2041-03-01,14.5462,6.0,107.433,5.245,4.8891,35.59,1.7
CVX,name_block,fundamentals,US166756AU09,CHEVRON U S A INC 5.25% 15Nov2043,2026-08-19,2026-08-13,2043-11-15,17.2402,5.25,99.173,5.3231,5.0427,28.04,0.0
CVX,name_block,fundamentals,US166756AV81,CHEVRON U S A INC 5.05% 15Nov2044,2026-08-18,2026-08-13,2044-11-15,18.245,5.05,93.085,5.6621,5.1,56.21,-0.0
CVX,name_block,fundamentals,US166764CA68,CHEVRON CORP NEW 3.078% 11May2050,2026-08-19,2026-08-13,2050-05-11,23.7262,3.078,64.529,5.8654,5.2037,66.17,-0.0
CVX,name_block,fundamentals,US166756AH97,CHEVRON U S A INC 2.343% 12Aug2050,2026-08-19,2026-08-13,2050-08-12,23.9808,2.343,55.319,5.824,5.204,62.0,-0.0
D,name_block,catalogue,US25746UCY38,DOMINION ENERGY INC 4.25% 01Jun2028,2026-08-18,2026-08-13,2028-06-01,1.7878,4.25,99.254,4.6874,4.1118,57.56,-0.1
D,name_block,fundamentals,US25746UDG13,DOMINION ENERGY INC 3.375% 01Apr2030,2026-08-19,2026-08-13,2030-04-01,3.6167,3.375,95.068,4.879,4.237,64.2,-0.1
D,name_block,catalogue,US25746UDL08,D 2.25 15-AUG-31,2026-08-19,2026-08-13,2031-08-15,4.9884,2.25,87.975,5.0049,4.3193,68.56,-0.1
D,name_block,catalogue,US25746UDP12,D 4.35 15-AUG-32,2026-08-19,2026-08-13,2032-08-15,5.9904,4.35,95.747,5.1854,4.3943,79.11,-0.0
D,name_block,catalogue,US25746UDR77,D 5.375 15-NOV-32,2026-08-19,2026-08-13,2032-11-15,6.2423,5.375,101.019,5.1744,4.4132,76.12,0.6
D,name_block,catalogue,US25746UAN90,DOMINION ENERGY INC 6.3% 15Mar2033,2026-08-19,2026-08-13,2033-03-15,6.5708,6.3,105.789,5.246,4.4378,80.82,0.0
D,cusip6,catalogue,US257469AJ58,DOMINION RES INC DEL 5.25% 01Aug2033,2026-08-19,2026-08-13,2033-08-01,6.9514,5.25,99.612,5.317,4.4664,85.06,-0.0
D,name_block,catalogue,US25746UAV17,DOMINION ENERGY INC 5.95% 15Jun2035,2026-08-19,2026-08-13,2035-06-15,8.8214,5.95,102.954,5.5211,4.5671,95.4,0.0
D,name_block,catalogue,US25746UBD00,DOMINION ENERGY INC 7% 15Jun2038,2026-08-19,2026-08-13,2038-06-15,11.822,7.0,110.47,5.7648,4.7339,103.09,0.0
D,name_block,catalogue,US25746UDK25,D 3.3 15-APR-41,2026-08-19,2026-08-13,2041-04-15,14.6557,3.3,74.049,5.9837,4.8954,108.83,-0.0
D,name_block,catalogue,US25746UBM09,DOMINION ENERGY INC 4.9% 01Aug2041,2026-08-17,2026-08-13,2041-08-01,14.9569,4.9,87.905,6.1481,4.9125,123.56,-0.0
D,name_block,catalogue,US25746UBQ13,DOMINION ENERGY INC 4.05% 15Sep2042,2026-08-19,2026-08-13,2042-09-15,16.0739,4.05,78.93,6.1293,4.9762,115.31,-0.0
D,name_block,catalogue,US257375AF22,DOMINION ENERGY GAS HLDGS LLC 4.8% 01Nov2043,2026-08-14,2026-08-13,2043-11-01,17.2156,4.8,84.0,6.34,5.0413,129.87,-0.1
D,name_block,catalogue,US25746UCC18,DOMINION ENERGY INC 4.7% 01Dec2044,2026-08-14,2026-08-13,2044-12-01,18.2998,4.7,83.2234,6.2515,5.1031,114.84,-0.1
D,name_block,catalogue,US257375AJ44,DOMINION ENERGY GAS HLDGS LLC 4.6% 15Dec2044,2026-08-19,2026-08-13,2044-12-15,18.3244,4.6,80.8163,6.3913,5.1045,128.68,-0.0
D,name_block,catalogue,US25746UDQ94,D 4.85 15-AUG-52,2026-08-19,2026-08-13,2052-08-15,25.9904,4.85,82.255,6.2382,5.206,103.22,-0.0
DAL,cusip6,fundamentals,US247361ZN12,DELTA AIR LINES INC DEL 4.375% 19Apr2028,2026-08-13,2026-08-13,2028-04-19,1.6838,4.375,99.659,4.5846,4.0931,49.15,-0.0
DAL,cusip6,fundamentals,US247361ZT81,DELTA AIR LINES INC DEL 3.75% 28Oct2029,2026-08-14,2026-08-13,2029-10-28,3.206,3.75,96.457,4.9601,4.2124,74.77,-0.3
DE,name_block,catalogue,US24422EVW64,DE 1.3 13-OCT-26,2026-08-18,2026-08-13,2026-10-13,0.1533,1.3,99.58,4.0986,3.87,22.86,-3.2
DE,name_block,catalogue,US24422EWA36,DE 1.7 11-JAN-27,2026-08-19,2026-08-13,2027-01-11,0.397,1.7,99.152,3.8909,3.8896,1.0,-2.1
DE,name_block,catalogue,US24422EWD74,DE 2.35 08-MAR-27,2026-08-19,2026-08-13,2027-03-08,0.5503,2.35,99.043,4.1257,3.91,21.57,-0.1
DE,name_block,fundamentals,US24422ETW92,DEERE JOHN CAP CORP MEDIUM TERM NTS-BOOK 2.8% 08Sep2027,2026-08-14,2026-08-13,2027-09-08,1.0678,2.8,98.533,4.2305,3.9822,24.83,-1.3
DE,name_block,catalogue,US24422EWK18,DE 4.15 15-SEP-27,2026-08-19,2026-08-13,2027-09-15,1.0732,4.15,99.994,4.1533,3.9832,17.01,-0.0
DE,name_block,fundamentals,US24422EUB37,DEERE JOHN CAP CORP MEDIUM TERM NTS-BOOK 3.05% 06Jan2028,2026-08-14,2026-08-13,2028-01-06,1.3963,3.05,98.535,4.1464,4.0413,10.51,-0.8
DE,name_block,catalogue,US24422EWR60,DE 4.75 20-JAN-28,2026-08-19,2026-08-13,2028-01-20,1.4209,4.75,100.643,4.2748,4.0458,22.9,0.2
DE,name_block,catalogue,US24422EWV72,DE 4.9 03-MAR-28,2026-08-19,2026-08-13,2028-03-03,1.5387,4.9,101.042,4.1914,4.067,12.44,0.1
DE,name_block,catalogue,US24422EVP14,DE 1.5 06-MAR-28,2026-08-19,2026-08-13,2028-03-06,1.5469,1.5,95.809,4.3343,4.0684,26.59,-0.4
DE,cusip6,fundamentals,US244199AW56,DEERE & CO 6.55% 01Oct2028,2026-08-13,2026-08-13,2028-10-01,2.1355,6.55,104.62,4.2555,4.1568,9.87,0.5
DE,name_block,catalogue,US24422EWE57,DE 3.35 18-APR-29,2026-08-19,2026-08-13,2029-04-18,2.6639,3.35,97.042,4.541,4.1832,35.78,-0.1
DE,name_block,catalogue,US24422EWN56,DE 4.85 11-OCT-29,2026-08-18,2026-08-13,2029-10-11,3.1485,4.85,101.062,4.4822,4.2089,27.33,0.0
DE,cusip6,fundamentals,US244199BD66,DEERE & CO 5.375% 16Oct2029,2026-08-14,2026-08-13,2029-10-16,3.1732,5.375,103.227,4.2716,4.2104,6.12,0.3
DE,cusip6,fundamentals,US244199AZ87,DEERE & CO 8.1% 15May2030,2026-08-14,2026-08-13,2030-05-15,3.7509,8.1,112.197,4.5194,4.2451,27.43,0.5
DE,name_block,catalogue,US24422EVL00,DE 1.45 15-JAN-31,2026-08-19,2026-08-13,2031-01-15,4.4079,1.45,87.045,4.7448,4.2845,46.03,-0.4
DE,cusip6,fundamentals,US244199BA28,DEERE & CO 7.125% 03Mar2031,2026-08-14,2026-08-13,2031-03-03,4.5503,7.125,109.748,4.716,4.293,42.3,0.3
DE,name_block,catalogue,US24422EWH88,DE 3.9 07-JUN-32,2026-08-19,2026-08-13,2032-06-07,5.8015,3.9,95.571,4.7827,4.3801,40.26,-0.1
DE,name_block,catalogue,US24422EWL90,DE 4.35 15-SEP-32,2026-08-19,2026-08-13,2032-09-15,6.0753,4.35,97.876,4.7564,4.4006,35.58,-0.0
DE,cusip6,fundamentals,US244199BF15,DEERE & CO 3.9% 09Jun2042,2026-08-14,2026-08-13,2042-06-09,15.8193,3.9,81.497,5.6894,4.9617,72.77,-0.1
DE,cusip6,fundamentals,US244199BK00,DEERE & CO 3.75% 15Apr2050,2026-08-13,2026-08-13,2050-04-15,23.6715,3.75,73.369,5.84,5.2037,63.63,-0.0
DELL,name_block,fundamentals,US24703TAE64,DELL INTL L L C / EMC CORP 4.9% 01Oct2026,2026-08-19,2026-08-13,2026-10-01,0.1177,4.9,100.043,4.4366,3.87,56.66,5.1
DELL,name_block,catalogue,US24703TAF30,DELL 6.1 15-JUL-27,2026-08-19,2026-08-13,2027-07-15,0.9035,6.1,101.046,4.6411,3.9571,68.4,25.5
DELL,name_block,catalogue,US24703DBJ90,DELL 5.25 01-FEB-28,2026-08-19,2026-08-13,2028-02-01,1.4538,5.25,100.896,4.5658,4.0517,51.41,3.8
DELL,name_block,fundamentals,US24703TAG13,DELL INTL L L C / EMC CORP 5.3% 01Oct2029,2026-08-19,2026-08-13,2029-10-01,3.1184,5.3,101.383,4.7781,4.2071,57.1,3.7
DELL,name_block,fundamentals,US24703TAH95,DELL INTL L L C / EMC CORP 6.2% 15Jul2030,2026-08-19,2026-08-13,2030-07-15,3.9042,6.2,104.204,4.9289,4.2543,67.46,7.1
DELL,name_block,catalogue,US24703DBL47,DELL 5.75 01-FEB-33,2026-08-19,2026-08-13,2033-02-01,6.4559,5.75,102.582,5.257,4.4292,82.78,1.5
DELL,name_block,fundamentals,US24703TAJ51,DELL INTL L L C / EMC CORP 8.1% 15Jul2036,2026-08-19,2026-08-13,2036-07-15,9.9055,8.1,116.735,5.768,4.625,114.3,8.1
DELL,name_block,fundamentals,US24703TAK25,DELL INTL L L C / EMC CORP 8.35% 15Jul2046,2026-08-19,2026-08-13,2046-07-15,19.9042,8.35,122.07,6.354,5.1945,115.95,2.2
DG,cusip6,fundamentals,US256677AF29,DOLLAR GEN CORP NEW 4.125% 01May2028,2026-08-14,2026-08-13,2028-05-01,1.7139,4.125,99.293,4.5571,4.0985,45.86,-0.2
DG,cusip6,fundamentals,US256677AG02,DOLLAR GEN CORP NEW 3.5% 03Apr2030,2026-08-14,2026-08-13,2030-04-03,3.6359,3.5,95.11,4.989,4.2382,75.08,-0.3
DG,cusip6,catalogue,US256677AL96,DG 5 01-NOV-32,2026-08-14,2026-08-13,2032-11-01,6.2177,5.0,98.631,5.2599,4.4113,84.86,-0.0
DG,cusip6,catalogue,US256677AM79,DG 5.5 01-NOV-52,2026-08-13,2026-08-13,2052-11-01,26.2204,5.5,90.487,6.241,5.2062,103.48,-0.0
DGX,cusip6,fundamentals,US74834LBB53,QUEST DIAGNOSTICS INC 2.95% 30Jun2030,2026-08-14,2026-08-13,2030-06-30,3.8768,2.95,93.3923,4.8422,4.2526,58.96,-0.3
DHI,cusip6,catalogue,US23331ABQ13,DHI 1.3 15-OCT-26,2026-08-14,2026-08-13,2026-10-15,0.1697,1.3,99.547,4.1122,3.87,24.22,-11.7
DHR,cusip6,fundamentals,US235851AR35,DANAHER CORP 4.375% 15Sep2045,2026-08-13,2026-08-13,2045-09-15,19.091,4.375,82.893,5.8776,5.1482,72.94,-0.0
DHR,cusip6,fundamentals,US235851AV47,DANAHER CORP 2.6% 01Oct2050,2026-08-14,2026-08-13,2050-10-01,24.1314,2.6,56.644,6.0347,5.2041,83.06,-0.1
DHR,cusip6,catalogue,US235851AW20,DHR 2.8 10-DEC-51,2026-08-13,2026-08-13,2051-12-10,25.3251,2.8,59.3417,5.9178,5.2053,71.25,-0.0
DIS,cusip6,fundamentals,US254687FW18,DISNEY WALT CO 2.2% 13Jan2028,2026-08-14,2026-08-13,2028-01-13,1.4155,2.2,97.279,4.2128,4.0448,16.8,-1.4
DIS,cusip6,catalogue,US254687DM53,DIS 7.125 08-APR-28,2026-08-14,2026-08-13,2028-04-08,1.6509,7.125,104.268,4.3968,4.0872,30.96,1.4
DIS,cusip6,catalogue,US254687DP84,DIS 7.3 30-APR-28,2026-08-14,2026-08-13,2028-04-30,1.7112,7.3,104.987,4.2281,4.098,13.01,1.4
DIS,cusip6,fundamentals,US254687FL52,DISNEY WALT CO 2% 01Sep2029,2026-08-14,2026-08-13,2029-09-01,3.05,2.0,92.9802,4.497,4.203,29.4,-0.9
DIS,cusip6,fundamentals,US254687FQ40,DISNEY WALT CO 3.8% 22Mar2030,2026-08-14,2026-08-13,2030-03-22,3.603,3.8,97.307,4.6201,4.2362,38.39,-0.1
DIS,cusip6,fundamentals,US254687FX90,DISNEY WALT CO 2.65% 13Jan2031,2026-08-14,2026-08-13,2031-01-13,4.4162,2.65,91.943,4.6952,4.285,41.02,-0.5
DIS,cusip6,fundamentals,US254687DZ66,DISNEY WALT CO 6.2% 15Dec2034,2026-08-14,2026-08-13,2034-12-15,8.3368,6.2,107.4,5.0971,4.5413,55.58,0.1
DIS,cusip6,fundamentals,US254687EB89,DISNEY WALT CO 6.4% 15Dec2035,2026-08-14,2026-08-13,2035-12-15,9.3361,6.4,108.425,5.245,4.5946,65.04,0.1
DIS,cusip6,fundamentals,US254687EH59,DISNEY WALT CO 6.65% 15Nov2037,2026-08-14,2026-08-13,2037-11-15,11.2553,6.65,109.9155,5.4572,4.7016,75.56,0.1
DIS,cusip6,fundamentals,US254687FR23,DISNEY WALT CO 4.625% 23Mar2040,2026-08-14,2026-08-13,2040-03-23,13.6071,4.625,91.066,5.57,4.8356,73.44,-0.0
DIS,cusip6,fundamentals,US254687FY73,DISNEY WALT CO 3.5% 13May2040,2026-08-14,2026-08-13,2040-05-13,13.7467,3.5,79.9899,5.6076,4.8436,76.4,-0.1
DIS,cusip6,fundamentals,US254687FM36,DISNEY WALT CO 2.75% 01Sep2049,2026-08-14,2026-08-13,2049-09-01,23.05,2.75,59.402,6.0348,5.203,83.18,-0.1
DIS,cusip6,fundamentals,US254687FZ49,DISNEY WALT CO 3.6% 13Jan2051,2026-08-14,2026-08-13,2051-01-13,24.4162,3.6,69.417,6.003,5.2044,79.86,-0.1
DIS,cusip6,fundamentals,US254687GA88,DISNEY WALT CO 3.8% 13May2060,2026-08-14,2026-08-13,2060-05-13,33.7467,3.8,69.09,5.9286,5.21,71.86,-0.0
DLR,name_block,catalogue,US25389JAR77,DIGITAL RLTY TR LP 3.7% 15Aug2027,2026-08-19,2026-08-13,2027-08-15,0.9884,3.7,99.446,4.2792,3.9684,31.08,-0.1
DLR,name_block,catalogue,US25389JAV89,DLR 5.55 15-JAN-28,2026-08-19,2026-08-13,2028-01-15,1.4073,5.55,101.205,4.5977,4.0433,55.44,5.4
DLR,name_block,catalogue,US25389JAT34,DIGITAL RLTY TR LP 4.45% 15Jul2028,2026-08-19,2026-08-13,2028-07-15,1.9055,4.45,99.575,4.6838,4.133,55.08,-0.0
DLR,name_block,fundamentals,US25389JAU07,DIGITAL RLTY TR LP 3.6% 01Jul2029,2026-08-19,2026-08-13,2029-07-01,2.8665,3.6,96.771,4.819,4.1933,62.57,-0.1
DLTR,name_block,fundamentals,US256746AH16,DOLLAR TREE INC 4.2% 15May2028,2026-08-14,2026-08-13,2028-05-15,1.7522,4.2,99.002,4.7995,4.1054,69.41,-0.3
DLTR,name_block,catalogue,US256746AJ71,DLTR 2.65 01-DEC-31,2026-08-13,2026-08-13,2031-12-01,5.3005,2.65,88.919,5.06,4.3425,71.75,-0.1
DLTR,name_block,catalogue,US256746AK45,DLTR 3.375 01-DEC-51,2026-08-12,2026-08-12,2051-12-01,25.3032,3.375,63.45,6.276,5.24,103.6,-0.0
DOC,name_block,catalogue,US42250PAC77,PEAK 1.35 01-FEB-27,2026-08-19,2026-08-13,2027-02-01,0.4545,1.35,98.6713,4.3761,3.8973,47.88,-4.3
DOC,name_block,catalogue,US71951QAA04,PHYSICIANS RLTY L P 4.3% 15Mar2027,2026-08-19,2026-08-13,2027-03-15,0.5695,4.3,99.902,4.4711,3.9126,55.85,-0.0
DOC,name_block,catalogue,US42250PAD50,PEAK 2.125 01-DEC-28,2026-08-19,2026-08-13,2028-12-01,2.2861,2.125,94.599,4.647,4.1643,48.27,-0.6
DOC,name_block,fundamentals,US42250PAA12,HEALTHPEAK PPTYS INC 3% 15Jan2030,2026-08-18,2026-08-13,2030-01-15,3.4114,3.0,93.939,4.9551,4.2247,73.04,-0.3
DOC,name_block,catalogue,US71951QAC69,DOC 2.625 01-NOV-31,2026-08-19,2026-08-13,2031-11-01,5.2019,2.625,88.842,5.0949,4.3351,75.98,-0.2
DOC,name_block,catalogue,US42250PAE34,PEAK 5.25 15-DEC-32,2026-08-19,2026-08-13,2032-12-15,6.3244,5.25,99.678,5.3092,4.4193,88.99,-0.0
