date,market_total,20_total,20_ratio,20_resid,25_total,25_ratio,25_resid,30_total,30_ratio,30_resid,40_total,40_ratio,40_resid,55_total,55_ratio,55_resid
1987-03-31,10.4398,,,,,,,,,,12.0785,1.157,4.9567,10.096,0.9671,4.7261
1987-04-30,10.3913,,,,,,,,,,11.8718,1.1425,4.9773,9.9734,0.9598,4.6691
1987-05-29,10.4613,,,,,,,,,,12.0223,1.1492,5.1271,10.0785,0.9634,4.9648
1987-06-30,10.5877,,,,,,,,,,11.9966,1.1331,5.1878,10.0244,0.9468,4.9691
1987-07-31,11.1919,,,,,,,,,,12.5809,1.1241,5.2629,11.0855,0.9905,5.2854
1987-08-31,11.365,,,,,,,,,,12.5181,1.1015,5.1326,11.4338,1.0061,5.3203
1987-09-30,11.2141,,,,,,,,,,12.3856,1.1045,5.1172,11.495,1.025,5.2934
1987-10-30,11.1244,,,,,,,,,,12.2732,1.1033,5.1292,11.4188,1.0265,5.0634
1987-11-30,11.243,,,,,,,,,,12.4191,1.1046,5.1469,11.4221,1.0159,4.9156
1987-12-31,11.0561,,,,,,,,,,12.1758,1.1013,5.1765,10.9329,0.9889,4.9973
1988-01-29,24.4532,,,,,,,,,,25.8159,1.0557,7.3417,20.7337,0.8479,6.9986
1988-02-29,24.8739,,,,,,,,,,26.1498,1.0513,7.3077,20.8882,0.8398,7.101
1988-03-31,25.3205,,,,,,,,,,26.4515,1.0447,7.6141,21.1034,0.8335,7.2346
1988-04-29,26.0174,,,,,,,,,,27.0093,1.0381,7.6996,21.4839,0.8258,7.3527
1988-05-31,26.0368,,,,,,,,,,26.9273,1.0342,7.5954,21.4502,0.8238,7.3021
1988-06-30,26.0171,,,,,,,,,,26.8829,1.0333,7.5623,21.3958,0.8224,7.3046
1988-07-29,26.0912,,,,,,,,,,26.8527,1.0292,7.5149,21.3053,0.8166,7.1295
1988-08-31,26.0695,,,,,,,,,,26.7949,1.0278,7.4829,21.2563,0.8154,7.1489
1988-09-30,26.1059,,,,,,,,,,26.8504,1.0285,7.4349,21.3039,0.8161,7.2086
1988-10-31,26.0534,,,,,,,,,,26.839,1.0302,7.4417,21.2554,0.8158,7.1441
1988-11-30,26.0637,,,,,,,,,,26.8242,1.0292,7.437,21.1388,0.811,7.0238
1988-12-30,25.83,,,,,,,,,,26.677,1.0328,7.3501,20.9142,0.8097,6.9059
1989-01-31,18.6683,,,,,,,,,,18.7968,1.0069,5.7641,14.899,0.7981,5.6343
1989-02-28,17.9612,,,,,,,,,,18.0557,1.0053,5.697,14.5362,0.8093,5.5532
1989-03-31,17.4758,,,,,,,,,,17.613,1.0079,5.2619,14.1402,0.8091,5.282
1989-04-28,16.2358,,,,,,,,,,16.6713,1.0268,5.1741,13.5689,0.8357,5.2092
1989-05-31,16.2933,,,,,,,,,,16.7659,1.029,5.0281,13.6295,0.8365,4.9927
1989-06-30,16.065,,,,,,,,,,16.5062,1.0275,5.0134,13.4685,0.8384,4.8425
1989-07-31,15.5555,,,,,,,,,,16.1021,1.0351,4.8506,12.9633,0.8334,4.7576
1989-08-31,15.3692,,,,,,,,,,15.9418,1.0373,4.8206,12.8421,0.8356,4.76
1989-09-29,15.2516,,,,,,,,,,15.8325,1.0381,4.8088,12.6962,0.8325,4.487
1989-10-31,15.1866,,,,,,,,,,15.7167,1.0349,4.7655,12.7251,0.8379,4.6013
1989-11-30,15.0714,,,,,,,,,,15.5,1.0284,4.7132,12.8013,0.8494,4.5943
1989-12-29,15.0399,,,,,,,,,,15.6552,1.0409,4.7542,12.7211,0.8458,4.5887
1990-01-31,11.5001,,,,,,,,,,11.9115,1.0358,3.9032,9.0717,0.7888,3.9988
1990-02-28,11.0258,,,,,,,,,,11.4642,1.0398,3.8017,8.8261,0.8005,4.0096
1990-03-30,10.3684,,,,,,,,,,11.5851,1.1173,4.5379,8.4518,0.8151,4.0099
1990-04-30,10.681,,,,,,,,,,11.8684,1.1112,4.5417,8.6631,0.8111,4.0276
1990-05-31,10.6307,,,,,,,,,,11.8333,1.1131,4.5674,8.5643,0.8056,3.895
1990-06-29,10.4477,,,,,,,,,,11.7011,1.12,4.5653,8.3774,0.8018,3.8897
1990-07-31,10.3046,,,,,,,,,,11.7874,1.1439,4.7355,8.2099,0.7967,3.9109
1990-08-31,10.1862,,,,,,,,,,11.7842,1.1569,4.7751,7.9459,0.7801,3.9022
1990-09-28,10.2022,,,,,,,,,,11.8163,1.1582,4.8606,7.8019,0.7647,3.7659
1990-10-31,10.5603,,,,,,,,,,12.1751,1.1529,5.1219,7.9418,0.752,3.762
1990-11-30,11.249,,,,,,,,,,12.7257,1.1313,5.2154,8.2962,0.7375,4.0168
1990-12-31,11.5213,,,,,,,,,,13.7571,1.1941,5.8919,8.4411,0.7326,4.2042
