date,market_total,20_total,20_ratio,20_resid,25_total,25_ratio,25_resid,30_total,30_ratio,30_resid,40_total,40_ratio,40_resid,55_total,55_ratio,55_resid
1936-01-31,13.3845,,,,,,,,,,,,,19.3061,1.4424,12.8803
1936-02-29,13.6364,,,,,,,,,,,,,19.2993,1.4153,12.6067
1936-03-31,12.9967,,,,,,,,,,,,,18.8499,1.4504,12.5294
1936-04-30,12.7211,,,,,,,,,,,,,18.5942,1.4617,12.4005
1936-05-29,13.2324,,,,,,,,,,,,,18.8302,1.423,12.3335
1936-06-30,12.3914,,,,,,,,,,,,,17.8396,1.4397,11.6134
1936-07-31,13.2392,,,,,,,,,,,,,18.3685,1.3874,11.5201
1936-08-31,13.0194,,,,,,,,,,,,,17.6986,1.3594,11.0929
1936-09-30,12.7108,,,,,,,,,,,,,16.2558,1.2789,10.063
1936-10-31,12.2783,,,,,,,,,,,,,15.5848,1.2693,9.7939
1936-11-30,12.3493,,,,,,,,,,,,,15.4458,1.2507,9.308
1936-12-31,12.1646,,,,,,,,,,,,,15.2731,1.2555,9.1819
1937-01-30,12.2228,,,,,,,,,,,,,15.6817,1.283,10.6033
1937-02-27,12.3147,,,,,,,,,,,,,15.4724,1.2564,10.5204
1937-03-31,11.7923,,,,,,,,,,,,,14.5581,1.2345,9.865
1937-04-30,11.7064,,,,,,,,,,,,,14.5226,1.2406,9.6888
1937-05-28,11.0744,,,,,,,,,,,,,13.7698,1.2434,9.8568
1937-06-30,11.3687,,,,,,,,,,,,,13.4376,1.182,9.5314
1937-07-31,12.2307,,,,,,,,,,,,,13.0626,1.068,8.9191
1937-08-31,12.2781,,,,,,,,,,,,,13.0191,1.0604,9.075
1937-09-30,12.2975,,,,,,,,,,,,,13.0729,1.0631,9.1129
1937-10-30,12.1564,,,,,,,,,,,,,12.9997,1.0694,9.2952
1937-11-30,13.9938,,,,,,,,,,,,,13.79,0.9854,8.3903
1937-12-31,17.6485,,,,,,,,,,,,,15.7047,0.8899,8.4516
1938-01-31,19.1093,,,,,,,,,,,,,17.3537,0.9081,8.8839
1938-02-28,20.6004,,,,,,,,,,,,,18.5326,0.8996,9.2129
1938-03-31,20.9922,,,,,,,,,,,,,18.9047,0.9006,9.6767
1938-04-30,21.3649,,,,,,,,,,,,,19.3339,0.9049,9.659
1938-05-31,21.6517,,,,,,,,,,,,,19.382,0.8952,9.5935
1938-06-30,23.1931,,,,,,,,,,,,,20.2998,0.8753,9.6457
1938-07-30,23.4151,,,,,,,,,,,,,20.6865,0.8835,9.9879
1938-08-31,23.7903,,,,,,,,,,,,,21.0596,0.8852,9.8533
1938-09-30,23.7616,,,,,,,,,,,,,20.9084,0.8799,9.6577
1938-10-31,22.6091,,,,,,,,,,,,,20.2341,0.895,9.4255
1938-11-30,22.5595,,,,,,,,,,,,,19.3882,0.8594,8.9363
1938-12-31,22.2901,,,,,,,,,,,,,19.5649,0.8777,9.1327
1939-01-31,22.1292,,,,,,,,,,,,,19.7671,0.8933,9.1342
1939-02-28,21.7653,,,,,,,,,,,,,19.4771,0.8949,9.0794
1939-03-31,21.267,,,,,,,,,,,,,19.446,0.9144,9.2849
1939-04-29,20.4994,,,,,,,,,,,,,19.1617,0.9347,9.2806
1939-05-31,20.3549,,,,,,,,,,,,,18.9456,0.9308,8.943
1939-06-30,21.5059,,,,,,,,,,,,,19.9882,0.9294,8.9888
1939-07-31,20.8145,,,,,,,,,,,,,19.4947,0.9366,8.7005
1939-08-31,19.9067,,,,,,,,,,,,,18.9084,0.9499,8.299
1939-09-30,18.8679,,,,,,,,,,,,,18.0007,0.954,7.8441
1939-10-31,17.8866,,,,,,,,,,,,,17.0198,0.9515,7.3542
1939-11-30,18.1791,,,,,,,,,,,,,17.163,0.9441,8.9135
1939-12-30,18.2105,,,,,,,,,,,,,17.0201,0.9346,8.8872
1940-01-31,17.8022,,,,,,,,,,,,,16.8573,0.9469,9.1628
1940-02-29,16.5338,,,,,,,,,,,,,15.9658,0.9656,9.0036
1940-03-30,15.9765,,,,,,,,,,,,,15.3516,0.9609,8.8045
1940-04-30,14.191,,,,,,,,,,,,,13.5791,0.9569,8.3677
1940-05-31,13.6397,,,,,,,,,,,,,13.2176,0.9691,8.3545
1940-06-29,13.268,,,,,,,,,,,,,13.0615,0.9844,8.3262
1940-07-31,15.59,,,,,,,,,,,,,14.5528,0.9335,8.5416
1940-08-31,16.6664,,,,,,,,,,,,,14.7735,0.8864,8.4334
1940-09-30,16.0825,,,,,,,,,,,,,14.508,0.9021,7.5844
1940-10-31,16.3292,,,,,,,,,,,,,14.4938,0.8876,7.5051
1940-11-30,16.5388,,,,,,,,,,,,,14.3133,0.8654,7.1201
1940-12-31,16.3945,,,,,,,,,,,,,14.1444,0.8627,7.0764
1941-01-31,16.4985,,,,,,,,,,,,,14.7641,0.8949,7.8014
1941-02-28,15.9204,,,,,,,,,,,,,14.1063,0.8861,7.6848
1941-03-31,15.8487,,,,,,,,,,,,,14.0217,0.8847,7.5751
1941-04-30,16.0418,,,,,,,,,,,,,13.9139,0.8674,7.4877
1941-05-31,14.1272,,,,,,,,,,,,,12.5234,0.8865,7.412
1941-06-30,12.663,,,,,,,,,,,,,11.6685,0.9215,7.2947
1941-07-31,12.3141,,,,,,,,,,,,,10.7413,0.8723,6.4724
1941-08-30,11.8613,,,,,,,,,,,,,10.5477,0.8893,6.5623
1941-09-30,11.5963,,,,,,,,,,,,,10.3351,0.8912,6.406
1941-10-31,11.3839,,,,,,,,,,,,,10.2526,0.9006,6.435
1941-11-29,10.872,,,,,,,,,,,,,8.9308,0.8215,5.5812
1941-12-31,10.8361,,,,,,,,,,,,,8.8985,0.8212,5.5496
1942-01-31,11.0289,,,,,,,,,,,,,9.3709,0.8497,5.8602
1942-02-28,11.4937,,,,,,,,,,,,,10.6485,0.9265,6.4108
1942-03-31,10.7807,,,,,,,,,,,,,10.2912,0.9546,6.5287
1942-04-30,9.785,,,,,,,,,,,,,9.7417,0.9956,6.3772
1942-05-29,10.0492,,,,,,,,,,,,,9.9235,0.9875,6.2629
1942-06-30,9.9736,,,,,,,,,,,,,9.9382,0.9964,6.2802
1942-07-31,10.0556,,,,,,,,,,,,,10.0742,1.0018,6.4328
1942-08-31,10.1335,,,,,,,,,,,,,10.2485,1.0113,6.6752
1942-09-30,10.1006,,,,,,,,,,,,,9.8687,0.977,6.389
1942-10-31,10.0965,,,,,,,,,,,,,9.9093,0.9815,6.3382
1942-11-30,9.9611,,,,,,,,,,,,,9.7371,0.9775,6.2528
1942-12-31,9.1864,,,,,,,,,,,,,8.9646,0.9759,6.2007
1943-01-30,9.0755,,,,,,,,,,,,,9.8184,1.0819,7.1773
1943-02-27,8.8949,,,,,,,,,,,,,9.7876,1.1004,7.236
1943-03-31,8.4198,,,,,,,,,,,,,9.7731,1.1607,7.4058
1943-04-30,8.2236,,,,,,,,,,,,,9.821,1.1942,7.4432
1943-05-29,7.9404,,,,,,,,,,,,,9.8732,1.2434,7.3543
1943-06-30,8.6811,,,,,,,,,,,,,10.4097,1.1991,7.5681
1943-07-31,8.7491,,,,,,,,,,,,,10.5226,1.2027,7.6809
1943-08-31,8.7471,,,,,,,,,,,,,10.614,1.2134,7.7067
1943-09-30,8.6526,,,,,,,,,,,,,10.6225,1.2277,7.7461
1943-10-30,9.0345,,,,,,,,,,,,,10.4887,1.161,7.4853
1943-11-30,8.8938,,,,,,,,,,,,,9.801,1.102,6.6525
1943-12-31,8.8746,,,,,,,,,,,,,9.7061,1.0937,6.5155
1944-01-31,9.0268,,,,,,,,,,,,,9.8822,1.0948,6.3907
1944-02-29,8.9958,,,,,,,,,,,,,9.7224,1.0808,6.2494
1944-03-31,8.7807,,,,,,,,,,,,,9.6058,1.094,6.1283
1944-04-29,8.2732,,,,,,,,,,,,,9.0394,1.0926,5.6984
1944-05-31,8.0226,,,,,,,,,,,,,8.9269,1.1127,5.5277
1944-06-30,7.999,,,,,,,,,,,,,8.8947,1.112,5.4915
1944-07-31,7.9837,,,,,,,,,,,,,8.8051,1.1029,5.3119
1944-08-31,7.3399,,,,,,,,,,,,,8.2483,1.1238,5.2768
1944-09-30,7.2851,,,,,,,,,,,,,7.8565,1.0784,4.8641
1944-10-31,7.2914,,,,,,,,,,,,,7.9355,1.0883,4.9017
1944-11-30,7.2057,,,,,,,,,,,,,7.6178,1.0572,4.7687
1944-12-30,7.1001,,,,,,,,,,,,,7.6078,1.0715,4.7517
1945-01-31,7.1831,,,,,,,,,,,,,7.445,1.0365,4.6978
1945-02-28,6.8897,,,,,,,,,,,,,7.2098,1.0465,4.4874
1945-03-31,6.9211,,,,,,,,,,,,,7.122,1.029,4.3505
1945-04-30,6.943,,,,,,,,,,,,,7.237,1.0423,4.3928
1945-05-31,7.1356,,,,,,,,,,,,,7.2204,1.0119,4.2648
1945-06-30,7.177,,,,,,,,,,,,,7.2391,1.0086,4.2582
1945-07-31,7.2392,,,,,,,,,,,,,7.08,0.978,4.2552
1945-08-31,7.1369,,,,,,,,,,,,,6.9849,0.9787,4.181
1945-09-29,7.3348,,,,,,,,,,,,,7.5347,1.0272,4.3753
1945-10-31,7.4867,,,,,,,,,,,,,7.5475,1.0081,4.2895
1945-11-30,7.6462,,,,,,,,,,,,,7.8201,1.0227,4.5545
1945-12-31,7.8073,,,,,,,,,,,,,7.857,1.0064,4.5519
1946-01-31,7.941,,,,,,,,,,,,,8.1141,1.0218,4.7006
1946-02-28,8.1287,,,,,,,,,,,,,8.3325,1.0251,4.7647
1946-03-30,8.3972,,,,,,,,,,,,,9.023,1.0745,5.0455
1946-04-30,8.4645,,,,,,,,,,,,,9.2248,1.0898,5.1659
1946-05-31,10.0682,,,,,,,,,,,,,10.8637,1.079,5.1477
1946-06-28,10.1206,,,,,,,,,,,,,10.9303,1.08,5.2135
1946-07-31,10.1087,,,,,,,,,,,,,10.9746,1.0857,5.2068
1946-08-30,9.9085,,,,,,,,,,,,,10.6993,1.0798,5.2087
1946-09-30,9.9528,,,,,,,,,,,,,10.5839,1.0634,5.1948
1946-10-31,10.0913,,,,,,,,,,,,,10.6516,1.0555,5.1134
1946-11-30,12.9665,,,,,,,,,,,,,13.9697,1.0774,5.3204
1946-12-31,13.8663,,,,,,,,,,,,,15.0467,1.0851,5.2263
1947-01-31,14.3098,,,,,,,,,,,,,15.6808,1.0958,5.2294
1947-02-28,14.4446,,,,,,,,,,,,,15.7167,1.0881,5.3402
1947-03-31,13.8911,,,,,,,,,,,,,15.2688,1.0992,5.4216
1947-04-30,13.8802,,,,,,,,,,,,,15.0626,1.0852,5.4255
1947-05-29,14.0984,,,,,,,,,,,,,15.0532,1.0677,5.4824
1947-06-30,14.2345,,,,,,,,,,,,,15.017,1.055,5.4414
1947-07-31,14.1955,,,,,,,,,,,,,14.8919,1.0491,5.4313
1947-08-29,14.3819,,,,,,,,,,,,,14.9291,1.038,5.4827
1947-09-30,14.4307,,,,,,,,,,,,,14.9256,1.0343,5.5275
1947-10-31,12.5935,,,,,,,,,,,,,12.4009,0.9847,5.3433
1947-11-29,12.3633,,,,,,,,,,,,,11.865,0.9597,5.1324
1947-12-31,11.7807,,,,,,,,,,,,,10.5724,0.8974,4.6951
1948-01-31,11.5586,,,,,,,,,,,,,10.4263,0.902,4.6634
1948-02-28,11.0862,,,,,,,,,,,,,9.8544,0.8889,4.6245
1948-03-31,10.9399,,,,,,,,,,,,,9.8409,0.8995,4.6808
1948-04-30,10.9921,,,,,,,,,,,,,9.7905,0.8907,4.6481
1948-05-28,10.7738,,,,,,,,,,,,,9.6294,0.8938,4.6533
1948-06-30,10.499,,,,,,,,,,,,,9.3965,0.895,4.5955
1948-07-30,10.3743,,,,,,,,,,,,,9.2696,0.8935,4.6128
1948-08-31,9.7535,,,,,,,,,,,,,8.5766,0.8793,4.4893
1948-09-30,8.8984,,,,,,,,,,,,,7.5824,0.8521,4.3623
1948-10-30,9.2659,,,,,,,,,,,,,7.5083,0.8103,4.3285
1948-11-30,9.1768,,,,,,,,,,,,,7.0189,0.7648,4.0771
1948-12-31,9.4808,,,,,,,,,,,,,7.0224,0.7407,3.8772
1949-01-31,11.0581,,,,,,,,,,,,,8.5241,0.7708,4.1275
1949-02-28,11.0583,,,,,,,,,,,,,8.4084,0.7604,4.0468
1949-03-31,10.838,,,,,,,,,,,,,8.3115,0.7669,4.0777
1949-04-30,10.7348,,,,,,,,,,,,,8.2659,0.77,4.1014
1949-05-31,10.5512,,,,,,,,,,,,,8.1439,0.7719,4.0454
1949-06-30,10.4065,,,,,,,,,,,,,8.0246,0.7711,4.0385
1949-07-29,10.3428,,,,,,,,,,,,,8.0223,0.7756,4.0031
1949-08-31,10.0881,,,,,,,,,,,,,7.9011,0.7832,3.9605
1949-09-30,10.1398,,,,,,,,,,,,,7.8521,0.7744,4.0846
1949-10-31,9.8706,,,,,,,,,,,,,7.6697,0.777,4.101
1949-11-30,9.8949,,,,,,,,,,,,,7.6272,0.7708,4.0165
1949-12-31,8.7023,,,,,,,,,,,,,6.3812,0.7333,3.6885
1950-01-31,8.7985,,,,,,,,,,,,,6.2632,0.7118,3.6292
1950-02-28,8.5701,,,,,,,,,,,,,6.0779,0.7092,3.5419
1950-03-31,8.4479,,,,,,,,,,,,,6.0482,0.7159,3.4909
1950-04-29,8.4133,,,,,,,,,,,,,5.9822,0.711,3.4304
1950-05-31,8.2978,,,,,,,,,,,,,5.7417,0.692,3.2897
1950-06-30,8.3519,,,,,,,,,,,,,5.8698,0.7028,3.3406
1950-07-31,7.7838,,,,,,,,,,,,,5.5501,0.713,3.2903
1950-08-31,7.7386,,,,,,,,,,,,,5.4461,0.7038,3.3023
1950-09-29,9.5822,,,,,,,,,,,,,7.1992,0.7513,3.7211
1950-10-31,9.7493,,,,,,,,,,,,,9.2974,0.9537,5.9928
1950-11-30,9.451,,,,,,,,,,,,,9.0646,0.9591,6.0061
1950-12-30,9.5354,,,,,,,,,,,,,9.0676,0.9509,6.0896
1951-01-31,9.8747,,,,,,,,,,,,,9.0888,0.9204,6.1237
1951-02-28,10.3687,,,,,,,,,,,,,9.1396,0.8815,6.1883
1951-03-31,10.5535,,,,,,,,,,,,,9.2715,0.8785,6.2297
1951-04-30,10.6465,,,,,,,,,,,,,9.2263,0.8666,6.2285
1951-05-31,10.6727,,,,,,,,,,,,,9.204,0.8624,6.2595
1951-06-29,10.626,,,,,,,,,,,,,9.1642,0.8624,6.2967
1951-07-31,10.5484,,,,,,,,,,,,,9.1346,0.866,6.265
1951-08-31,9.426,,,,,,,,,,,,,6.3638,0.6751,4.3713
1951-09-28,9.3534,,,,,,,,,,,,,6.1624,0.6588,4.2752
1951-10-31,9.3789,,,,,,,,,,,,,6.1126,0.6517,4.2563
1951-11-30,9.231,,,,,,,,,,,,,6.0614,0.6566,4.2124
1951-12-31,8.8973,,,,,,,,,,,,,5.9432,0.668,4.1766
1952-01-31,8.5893,,,,,,,,,,,,,5.6203,0.6543,4.0826
1952-02-29,8.5196,,,,,,,,,,,,,5.5173,0.6476,4.0548
1952-03-31,8.3906,,,,,,,,,,,,,5.5049,0.6561,4.0489
1952-04-30,8.3202,,,,,,,,,,,,,5.3469,0.6426,3.9767
1952-05-29,8.4138,,,,,,,,,,,,,5.4773,0.651,3.9851
1952-06-30,7.6409,,,,,,,,,,,,,4.9491,0.6477,3.8536
1952-07-31,7.3862,,,,,,,,,,,,,3.7082,0.502,2.5801
1952-08-29,7.0784,,,,,,,,,,,,,3.6045,0.5092,2.5558
1952-09-30,6.9438,,,,,,,,,,,,,3.5501,0.5113,2.5173
1952-10-31,6.8236,,,,,,,,,,,,,3.5542,0.5209,2.5394
1952-11-28,6.7416,,,,,,,,,,,,,3.5645,0.5287,2.5591
1952-12-31,6.0195,,,,,,,,,,,,,3.3172,0.5511,2.4907
1953-01-30,6.119,,,,,,,,,,,,,3.3511,0.5476,2.3961
1953-02-27,6.122,,,,,,,,,,,,,3.3902,0.5538,2.4825
1953-03-31,6.0656,,,,,,,,,,,,,3.3742,0.5563,2.4418
1953-04-30,5.7856,,,,,,,,,,,,,3.2417,0.5603,2.3648
1953-05-29,5.8909,,,,,,,,,,,,,3.2745,0.5559,2.3481
1953-06-30,6.2314,,,,,,,,,,,,,3.7243,0.5977,2.4385
1953-07-31,6.2406,,,,,,,,,,,,,3.7517,0.6012,2.4529
1953-08-31,6.316,,,,,,,,,,,,,3.9667,0.628,2.5771
1953-09-30,6.4443,,,,,,,,,,,,,4.329,0.6718,2.7377
1953-10-30,6.4801,,,,,,,,,,,,,4.3594,0.6727,2.7472
1953-11-30,6.5903,,,,,,,,,,,,,4.3692,0.663,2.737
1953-12-31,6.6898,,,,,,,,,,,,,4.6502,0.6951,2.832
1954-01-29,6.6171,,,,,,,,,,,,,4.5876,0.6933,2.8447
1954-02-26,6.5983,,,,,,,,,,,,,4.5871,0.6952,2.7956
1954-03-31,6.5974,,,,,,,,,,,,,4.5873,0.6953,2.7952
1954-04-30,6.513,,,,,,,,,,,,,4.562,0.7005,2.7843
1954-05-28,6.4581,,,,,,,,,,,,,4.5594,0.706,2.7559
1954-06-30,6.1838,,,,,,,,,,,,,4.3677,0.7063,2.7415
1954-07-30,6.1252,,,,,,,,,,,,,4.3216,0.7055,2.7667
1954-08-31,6.0578,,,,,,,,,,,,,4.1803,0.6901,2.6783
1954-09-30,6.2888,,,,,,,,,,,,,4.0754,0.648,2.5412
1954-10-29,6.2497,,,,,,,,,,,,,4.0802,0.6529,2.5413
1954-11-30,6.4644,,,,,,,,,,,,,4.193,0.6486,2.5753
1954-12-31,6.3308,,,,,,,,,,,,,3.9183,0.6189,2.5432
1955-01-31,6.3853,,,,,,,,,,,,,4.1595,0.6514,2.7215
1955-02-28,6.4676,,,,,,,,,,,,,4.1602,0.6432,2.748
1955-03-31,6.9761,,,,,,,,,,,,,4.2712,0.6123,2.862
1955-04-29,7.2873,,,,,,,,,,,,,4.3469,0.5965,2.8777
1955-05-31,7.3857,,,,,,,,,,,,,4.4011,0.5959,2.9355
1955-06-30,7.9109,,,,,,,,,,,,,5.0053,0.6327,3.1972
1955-07-29,7.9278,,,,,,,,,,,,,5.064,0.6388,3.3172
1955-08-31,7.9012,,,,,,,,,,,,,4.9666,0.6286,3.3031
1955-09-30,8.0261,,,,,,,,,,,,,4.8415,0.6032,3.4999
1955-10-31,8.2637,,,,,,,,,,,,,4.8337,0.5849,3.5275
1955-11-30,8.1849,,,,,,,,,,,,,4.7256,0.5774,3.4916
1955-12-30,10.2395,,,,,,,,,,,,,5.6783,0.5546,3.5892
1956-01-31,10.5511,,,,,,,,,,,,,5.7442,0.5444,3.5842
1956-02-29,10.6331,,,,,,,,,,,,,5.7071,0.5367,3.659
1956-03-29,10.4781,,,,,,,,,,,,,5.6411,0.5384,3.6094
1956-04-30,10.5009,,,,,,,,,,,,,5.6323,0.5364,3.6131
1956-05-31,10.5049,,,,,,,,,,,,,5.6571,0.5385,3.6653
1956-06-29,10.3854,,,,,,,,,,,,,5.301,0.5104,3.5033
1956-07-31,10.4012,,,,,,,,,,,,,5.253,0.505,3.4255
1956-08-31,10.53,,,,,,,,,,,,,5.3163,0.5049,3.4833
1956-09-28,10.5431,,,,,,,,,,,,,5.3911,0.5113,3.336
1956-10-31,10.4554,,,,,,,,,,,,,5.4008,0.5166,3.3322
1956-11-30,10.476,,,,,,,,,,,,,5.4436,0.5196,3.3556
1956-12-31,9.2132,,,,,,,,,,,,,4.7407,0.5146,3.2394
1957-01-31,9.0263,,,,,,,,,,,,,4.5415,0.5031,3.1413
1957-02-28,9.0438,,,,,,,,,,,,,4.5531,0.5034,3.1046
1957-03-29,9.1139,,,,,,,,,,,,,4.5766,0.5022,3.1511
1957-04-30,8.9093,,,,,,,,,,,,,4.5104,0.5063,3.1844
1957-05-31,8.9521,,,,,,,,,,,,,4.495,0.5021,3.1379
1957-06-28,8.6336,,,,,,,,,,,,,4.2687,0.4944,2.9869
1957-07-31,8.565,,,,,,,,,,,,,4.2675,0.4983,2.9691
1957-08-30,8.3518,,,,,,,,,,,,,4.1326,0.4948,2.8809
1957-09-30,8.211,,,,,,,,,,,,,4.3685,0.532,3.0573
1957-10-31,8.0685,,,,,,,,,,,,,4.2872,0.5313,2.9888
1957-11-29,8.3745,,,,,,,,,,,,,4.4594,0.5325,2.9671
1957-12-31,7.8462,,,,,,,,,,,,,4.2227,0.5382,2.8895
1958-01-31,8.4439,,,,,,,,,,,,,5.0437,0.5973,3.3437
1958-02-28,8.8182,,,,,,,,,,,,,5.1852,0.588,3.3378
1958-03-31,8.9771,,,,,,,,,,,,,5.3104,0.5915,3.3372
1958-04-30,8.9262,,,,,,,,,,,,,5.3638,0.6009,3.3617
1958-05-29,8.8339,,,,,,,,,,,,,5.2964,0.5996,3.3307
1958-06-30,8.791,,,,,,,,,,,,,5.291,0.6019,3.3479
1958-07-31,8.8553,,,,,,,,,,,,,5.3522,0.6044,3.4012
1958-08-29,8.7658,,,,,,,,,,,,,5.3179,0.6067,3.4013
1958-09-30,8.7578,,,,,,,,,,,,,5.1636,0.5896,3.2984
1958-10-31,8.8438,,,,,,,,,,,,,5.1642,0.5839,3.3698
1958-11-28,8.6087,,,,,,,,,,,,,5.0193,0.583,3.3621
1958-12-31,8.3368,,,,,,,,,,,,,4.8793,0.5853,3.3272
1959-01-30,7.7619,,,,,,,,,,,,,4.1266,0.5316,2.9304
1959-02-27,7.6761,,,,,,,,,,,,,4.3569,0.5676,3.0575
1959-03-31,7.4559,,,,,,,,,,,,,4.2837,0.5745,3.012
1959-04-30,7.4536,,,,,,,,,,,,,4.3455,0.583,3.0086
1959-05-29,7.4908,,,,,,,,,,,,,4.4122,0.589,2.994
1959-06-30,7.5354,,,,,,,,,,,,,4.4483,0.5903,2.9857
1959-07-31,7.5419,,,,,,,,,,,,,4.4476,0.5897,2.953
1959-08-31,7.5441,,,,,,,,,,,,,4.5698,0.6057,3.0537
1959-09-30,7.5928,,,,,,,,,,,,,4.7844,0.6301,3.1759
1959-10-30,7.4667,,,,,,,,,,,,,4.7821,0.6405,3.1483
