ticker,risk_group,group_score,group_change,semidev,spread_30y_pp,credit_n_fit,put_iv_365d,has_put_iv,block_volatility,block_credit,block_industry,block_within_industry,within_group_n,within_group_shrink,within_group_ranked_on,n_blocks,weight_per_block,combined_score,cap_weight,suggested_idio_erp_pct,floor_applied,reliability
MTB,Banks & Capital Markets,7.00,,14.40963,1.0054,1,,False,17.9,45.8,67.0,32.08,25,0.893,2,4,0.25,40.695,0.0005293566091045319,3.2371,,credit spread fit on only 1 bond -- treat with caution
MTD,Healthcare - Innovation,5.00,,22.463756,,,,False,66.4,,45.0,50.5,27,0.9,1,3,0.3333,53.968,0.0003794904347392276,4.2929,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
MU,Semiconductors & Semicap,6.50,split,36.433426,0.879,4,76.87,True,97.72,26.99,61.5,43.01,18,0.857,2,4,0.25,57.306,0.014482158158354122,4.5584,,full
NCLH,Travel & Leisure,7.00,,30.525742,,,,False,88.27,,67.0,81.61,11,0.786,1,3,0.3333,78.962,0.00010984063012122732,6.281,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NDAQ,Fee-Based Financials,3.50,,15.791751,0.9576,1,,False,26.05,36.67,28.5,28.84,21,0.875,2,4,0.25,30.016,0.0007382708609073439,2.3876,,credit spread fit on only 1 bond -- treat with caution
NDSN,Quality Industrials,4.00,,13.325757,,,,False,10.94,,34.0,8.47,44,0.936,1,3,0.3333,17.803,0.00022950171238160107,1.4161,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NEE,Regulated & Monopoly Assets,1.50,,18.623812,0.9386,32,26.53,True,27.12,34.74,6.5,68.72,28,0.903,2,4,0.25,34.267,0.0024215610049622316,2.7258,,full
NEM,Energy & Commodities,7.50,,32.728203,1.0539,5,,False,91.25,54.37,72.5,72.93,29,0.906,2,4,0.25,72.764,0.001663782223385596,5.788,,full
NFLX,Media & Entertainment,5.50,split,22.958943,1.0292,5,42.92,True,72.42,50.5,50.5,71.65,10,0.769,2,4,0.25,61.27,0.004455568910991336,4.8737,,full
NI,Regulated & Monopoly Assets,1.50,,13.215444,1.1234,11,,False,10.34,62.67,6.5,81.96,28,0.903,2,4,0.25,40.368,0.0002724977603207888,3.2111,,full
NKE,Consumer Services & Retail,5.00,,27.923398,0.8359,7,,False,83.5,18.15,45.0,29.46,17,0.85,2,4,0.25,44.027,0.0007986780815705025,3.5021,,full
NOC,Aerospace & Defense,3.50,split,18.399849,0.9169,10,31.55,True,42.88,31.7,28.5,43.8,13,0.812,2,4,0.25,36.719,0.0011279178135596168,2.9208,,full
NOW,Software & Digital Platforms,5.50,,32.582162,,,61.17,True,93.82,,50.5,85.36,35,0.921,1,3,0.3333,76.561,0.001665939683664084,6.0901,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NRG,Merchant Power,6.50,moved,30.772305,,,,False,88.67,,61.5,41.07,4,0.571,1,3,0.3333,63.747,0.0003262689789632822,5.0708,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NSC,Contracted Infrastructure,5.00,,12.330343,0.886,17,23.91,True,5.37,27.55,45.0,21.04,15,0.833,2,4,0.25,24.739,0.0010256860041966821,1.9679,,full
NTAP,Software & Digital Platforms,5.50,,20.596853,,,,False,60.04,,50.5,23.68,35,0.921,1,3,0.3333,44.741,0.0005476979187901205,3.5589,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NTRS,Banks & Capital Markets,7.00,moved,14.198004,0.7073,4,,False,16.51,5.7,67.0,6.3,25,0.893,2,4,0.25,23.878,0.00047373961308003014,1.8994,,full
NUE,Energy & Commodities,7.50,,19.662032,0.7604,5,,False,54.28,10.13,72.5,12.05,29,0.906,2,4,0.25,37.238,0.0008116177477254746,2.9621,,full
NVDA,Semiconductors & Semicap,6.50,split,21.993026,1.009,5,42.61,True,69.94,47.18,61.5,28.04,18,0.857,2,4,0.25,51.665,0.0720589089800153,4.1097,,full
NVR,Heavy Cyclicals,7.00,,18.086063,,,,False,44.54,,67.0,8.07,18,0.857,1,3,0.3333,39.869,0.000241268225528835,3.1714,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NWS,Media & Entertainment,5.50,split,16.471228,,,,False,31.81,,50.5,29.35,10,0.769,1,3,0.3333,37.22,0.0002514256103652694,2.9607,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NWSA,Media & Entertainment,5.50,split,15.856656,,,,False,27.04,,50.5,20.88,10,0.769,1,3,0.3333,32.809,0.00022064492949045288,2.6098,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
NXPI,Semiconductors & Semicap,6.50,split,20.973914,1.1106,8,,False,61.43,60.18,61.5,38.02,18,0.857,2,4,0.25,55.283,0.0007805824894956157,4.3975,,full
O,Real Estate,4.50,,12.265031,0.864,9,,False,5.17,23.4,39.5,15.85,21,0.875,2,4,0.25,20.981,0.0007817425362716391,1.6689,,full
ODFL,Transport & Logistics,5.00,,24.228476,,,,False,74.75,,45.0,83.5,6,0.667,1,3,0.3333,67.751,0.000583668093607067,5.3893,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
OKE,Contracted Infrastructure,5.00,,19.883927,1.4132,11,,False,55.27,81.47,45.0,85.86,15,0.833,2,4,0.25,66.9,0.000824804580015922,5.3216,,full
OMC,IT Services & Advertising,7.00,,21.916785,1.1578,1,,False,64.02,66.26,67.0,14.5,8,0.727,2,4,0.25,52.945,0.00023776724790166106,4.2115,,credit spread fit on only 1 bond -- treat with caution
ON,Semiconductors & Semicap,6.50,split,31.680891,1.5687,1,,False,89.66,89.22,61.5,87.94,18,0.857,2,4,0.25,82.079,0.00043180730545527,6.529,,credit spread fit on only 1 bond -- treat with caution
ORCL,Software & Digital Platforms,5.50,,31.012706,2.5014,30,67.95,True,94.59,98.06,50.5,90.73,35,0.921,2,4,0.25,83.471,0.005596097965207808,6.6397,,full
ORLY,Defensive Retail,3.50,,15.056962,0.7759,3,30.98,True,30.16,12.06,28.5,28.55,14,0.824,2,4,0.25,24.818,0.0010114222051785169,1.9742,,full
OTIS,Quality Industrials,4.00,,18.369473,0.9966,2,,False,47.12,43.86,34.0,68.82,44,0.936,2,4,0.25,48.451,0.00036546868910456126,3.854,,credit spread fit on only 2 bonds -- treat with caution
OXY,Energy & Commodities,7.50,,24.257859,1.1515,17,,False,75.15,65.71,72.5,66.52,29,0.906,2,4,0.25,69.97,0.0008137977277644567,5.5658,,full
PANW,Software & Digital Platforms,5.50,,24.034205,,,,False,73.76,,50.5,47.82,35,0.921,1,3,0.3333,57.359,0.0037424502294110614,4.5626,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
PAYX,Payments & Financial Processing,5.50,moved,18.24866,,,,False,45.93,,50.5,31.94,9,0.75,1,3,0.3333,42.788,0.0005775669997601409,3.4036,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
PCAR,Quality Industrials,4.00,,15.827355,0.9088,1,,False,26.84,31.14,34.0,40.8,44,0.936,2,4,0.25,33.197,0.0009080955880596996,2.6407,,credit spread fit on only 1 bond -- treat with caution
PCG,Regulated & Monopoly Assets,1.50,,19.373191,1.3803,17,,False,51.69,80.37,6.5,95.21,28,0.903,2,4,0.25,58.442,0.0005474479830602202,4.6488,,full
PEG,Regulated & Monopoly Assets,1.50,,14.239683,0.8969,13,,False,16.7,29.21,6.5,38.91,28,0.903,2,4,0.25,22.83,0.0005082071323415611,1.816,,full
PEP,Consumer Staples,3.00,,13.863056,0.7383,25,26.14,True,12.42,7.91,23.0,18.65,23,0.885,2,4,0.25,15.497,0.002579191127193821,1.2327,,full
PFE,Healthcare - Established,3.50,,15.519087,0.9078,16,25.71,True,14.59,30.59,28.5,15.85,21,0.875,2,4,0.25,22.382,0.0020879212747776897,1.7804,,full
PFG,Insurance Underwriters,5.00,moved,13.59133,0.9205,6,,False,12.13,32.25,45.0,28.04,18,0.857,2,4,0.25,29.355,0.0003326702108002187,2.335,,full
PG,Consumer Staples,3.00,,13.196347,0.4875,11,23.59,True,6.91,1.83,23.0,10.69,23,0.885,2,4,0.25,10.607,0.0046721125282559945,0.8437,,full
PGR,Insurance Underwriters,5.00,,16.782023,0.8379,9,29.17,True,25.99,18.56,45.0,33.03,18,0.857,2,4,0.25,30.644,0.0016279365324268068,2.4376,,full
PH,Quality Industrials,4.00,,14.035074,0.7585,9,,False,15.51,9.85,34.0,12.78,44,0.936,2,4,0.25,18.036,0.0017901317932825683,1.4347,,full
PHM,Heavy Cyclicals,7.00,,20.394605,2.7156,3,,False,57.86,98.89,67.0,53.0,18,0.857,2,4,0.25,69.186,0.00032852105752800696,5.5034,,full
PKG,Materials & Packaging,4.50,,16.504893,0.9041,2,,False,32.41,30.04,39.5,26.75,19,0.864,2,4,0.25,32.174,0.0002995020588633136,2.5593,,credit spread fit on only 2 bonds -- treat with caution
PLD,Real Estate,4.50,,14.026937,0.9286,12,26.96,True,14.21,33.35,39.5,46.17,21,0.875,2,4,0.25,33.308,0.0018032334226305835,2.6495,,full
PLTR,Software & Digital Platforms,5.50,,35.500842,,,,False,94.04,,50.5,88.05,35,0.921,1,3,0.3333,77.528,0.005926770088948456,6.167,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
PM,Consumer Staples,3.00,,19.302156,1.1165,18,30.84,True,41.84,60.73,23.0,70.4,23,0.885,2,4,0.25,48.994,0.003942186686733101,3.8972,,full
PNC,Banks & Capital Markets,7.00,,13.711702,1.0722,3,27.06,True,14.94,57.41,67.0,35.77,25,0.893,2,4,0.25,43.78,0.0013809847370471555,3.4825,,full
PNR,Quality Industrials,4.00,,18.318532,1.679,2,,False,46.52,92.81,34.0,90.37,44,0.936,2,4,0.25,65.927,0.00013892648640544415,5.2442,,credit spread fit on only 2 bonds -- treat with caution
PNW,Regulated & Monopoly Assets,1.50,,11.422477,1.1657,6,,False,2.39,67.92,6.5,78.65,28,0.903,2,4,0.25,38.866,0.00016762868212124576,3.0916,,full
PODD,Healthcare - Innovation,5.00,moved,26.589511,,,,False,80.92,,45.0,71.06,27,0.9,1,3,0.3333,65.659,0.00013812647816565022,5.2229,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
PPG,Materials & Packaging,4.50,,17.058526,1.1567,1,,False,35.79,65.99,39.5,64.75,19,0.864,2,4,0.25,51.506,0.0003395866813126241,4.0971,,credit spread fit on only 1 bond -- treat with caution
PPL,Regulated & Monopoly Assets,1.50,,12.49163,0.8641,9,,False,6.17,23.68,6.5,25.66,28,0.903,2,4,0.25,15.501,0.0003626334109244709,1.233,,full
PRU,Insurance Underwriters,5.00,,14.968828,1.0579,18,,False,21.67,55.2,45.0,62.98,18,0.857,2,4,0.25,46.214,0.0005435803219675598,3.6761,,full
PSA,Real Estate,4.50,,15.480826,0.7803,4,,False,23.86,12.34,39.5,28.84,21,0.875,2,4,0.25,26.136,0.0007667612377726341,2.079,,full
PSKY,Media & Entertainment,5.50,split,33.144635,,,,False,91.65,,50.5,88.58,10,0.769,1,3,0.3333,76.909,0.0001570548263799254,6.1177,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
PSX,Energy & Commodities,7.50,,21.490156,0.8449,7,36.1,True,60.18,19.53,72.5,24.87,29,0.906,2,4,0.25,44.269,0.0013180238614820755,3.5214,,full
PTC,Software & Digital Platforms,5.50,,19.19323,1.9732,1,,False,50.3,95.58,50.5,45.14,35,0.921,2,4,0.25,60.378,0.00022643420787681656,4.8028,,credit spread fit on only 1 bond -- treat with caution
PWR,Heavy Cyclicals,7.00,,22.107528,1.1497,2,,False,65.21,65.43,67.0,23.05,18,0.857,2,4,0.25,55.173,0.0014267499781158639,4.3887,,credit spread fit on only 2 bonds -- treat with caution
PYPL,Payments & Financial Processing,5.50,moved,28.221602,0.8683,4,,False,84.3,25.06,50.5,41.22,9,0.75,2,4,0.25,50.268,0.0007320257212610551,3.9986,,full
QCOM,Semiconductors & Semicap,6.50,split,24.082712,1.0072,12,57.27,True,85.84,46.35,61.5,53.0,18,0.857,2,4,0.25,61.671,0.0023023007901150925,4.9056,,full
RCL,Travel & Leisure,7.00,,25.698046,1.1612,2,,False,78.93,66.82,67.0,66.06,11,0.786,2,4,0.25,69.7,0.0010890152835890594,5.5443,,credit spread fit on only 2 bonds -- treat with caution
RDDT,Software & Digital Platforms,5.50,,43.725189,,,,False,98.41,,50.5,93.41,35,0.921,1,3,0.3333,80.773,0.00042984105508528294,6.4251,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
REG,Real Estate,4.50,,11.090012,0.9704,1,,False,1.4,39.99,39.5,37.51,21,0.875,2,4,0.25,29.599,0.000187814973132115,2.3545,,credit spread fit on only 1 bond -- treat with caution
REGN,Healthcare - Innovation,5.00,,28.206128,0.9645,2,33.58,True,63.93,38.61,45.0,26.51,27,0.9,2,4,0.25,43.512,0.0011634129357095224,3.4612,,credit spread fit on only 2 bonds -- treat with caution
RF,Banks & Capital Markets,7.00,,15.622173,1.4762,2,,False,25.05,85.34,67.0,76.28,25,0.893,2,4,0.25,63.42,0.00036524900379920514,5.0448,,credit spread fit on only 2 bonds -- treat with caution
RJF,Banks & Capital Markets,7.00,moved,16.265594,1.071,2,,False,29.83,56.86,67.0,50.5,25,0.893,2,4,0.25,51.046,0.0004753748004509953,4.0605,,credit spread fit on only 2 bonds -- treat with caution
RL,Consumer Services & Retail,5.00,,19.913524,,,,False,55.47,,45.0,34.72,17,0.85,1,3,0.3333,45.064,0.00031173701112810535,3.5846,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
RMD,Healthcare - Innovation,5.00,,17.80336,,,,False,41.95,,45.0,19.66,27,0.9,1,3,0.3333,35.536,0.00042877382622467377,2.8267,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
ROK,Quality Industrials,4.00,,15.649301,0.73,2,,False,25.25,7.08,34.0,14.94,44,0.936,2,4,0.25,20.318,0.0006565181340078517,1.6162,,credit spread fit on only 2 bonds -- treat with caution
ROL,Quality Industrials,4.00,moved,16.731527,,,,False,33.6,,34.0,47.27,44,0.936,1,3,0.3333,38.29,0.00023507052392608474,3.0458,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
ROP,Software & Digital Platforms,5.50,,17.837367,1.6171,2,,False,42.15,90.6,50.5,37.09,35,0.921,2,4,0.25,55.085,0.0005437257288209128,4.3817,,credit spread fit on only 2 bonds -- treat with caution
ROST,Defensive Retail,3.50,,15.721878,1.1337,3,,False,25.85,64.33,28.5,59.91,14,0.824,2,4,0.25,44.646,0.0010208857315904532,3.5514,,full
RSG,Regulated & Monopoly Assets,1.50,,13.193037,0.8559,4,,False,9.75,20.91,6.5,28.97,28,0.903,2,4,0.25,16.533,0.0008972944386951345,1.3151,,full
RTX,Aerospace & Defense,3.50,split,16.049046,0.8119,11,28.38,True,21.96,15.66,28.5,16.98,13,0.812,2,4,0.25,20.775,0.004137265904047277,1.6526,,full
RVTY,Healthcare - Innovation,5.00,,22.561691,1.0453,4,,False,67.2,52.99,45.0,33.37,27,0.9,2,4,0.25,49.638,0.0001708961770227595,3.9485,,full
SBAC,Contracted Infrastructure,5.00,,17.991795,,,,False,43.74,,45.0,44.61,15,0.833,1,3,0.3333,44.449,0.00025897728870349587,3.5357,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
SBUX,Consumer Services & Retail,5.00,,18.333843,1.0121,12,31.71,True,43.41,47.73,45.0,13.68,17,0.85,2,4,0.25,37.457,0.001630218745456115,2.9795,,full
SCHW,Banks & Capital Markets,7.00,,17.932597,0.7493,11,29.41,True,32.8,9.02,67.0,17.35,25,0.893,2,4,0.25,31.543,0.0026111026361612627,2.5091,,full
SHW,Materials & Packaging,4.50,,14.264461,0.9855,7,29.12,True,19.94,41.93,39.5,22.0,19,0.864,2,4,0.25,30.843,0.0011470452376666758,2.4534,,full
SJM,Consumer Staples,3.00,,22.139165,1.0497,4,,False,65.41,54.09,23.0,78.37,23,0.885,2,4,0.25,55.217,0.00016999326907328257,4.3922,,full
SLB,Energy & Commodities,7.50,,21.550667,0.7918,1,36.64,True,60.66,13.44,72.5,18.46,29,0.906,2,4,0.25,41.265,0.001083814227262437,3.2824,,credit spread fit on only 1 bond -- treat with caution
SMCI,Hardware & Components,6.00,split,60.726698,,,,False,100.0,,56.0,93.25,19,0.864,1,3,0.3333,83.083,0.00035074074799458835,6.6089,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
SNA,Quality Industrials,4.00,,13.09467,0.7983,2,,False,8.55,14.27,34.0,10.63,44,0.936,2,4,0.25,16.863,0.000278115707831529,1.3414,,credit spread fit on only 2 bonds -- treat with caution
SNPS,Software & Digital Platforms,5.50,,44.434534,,,,False,98.61,,50.5,96.09,35,0.921,1,3,0.3333,81.734,0.0010416480636890007,6.5015,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
SO,Regulated & Monopoly Assets,1.50,,11.712343,0.9922,37,22.27,True,3.19,42.76,6.5,42.22,28,0.903,2,4,0.25,23.666,0.0014123838518470494,1.8825,,full
SOLV,Healthcare - Innovation,5.00,,17.360082,,,,False,38.77,,45.0,16.23,27,0.9,1,3,0.3333,33.334,0.00020504786437402654,2.6516,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
SPG,Real Estate,4.50,,13.011613,0.8893,16,,False,8.16,28.38,39.5,33.17,21,0.875,2,4,0.25,27.302,0.0011272269020508102,2.1717,,full
SPGI,Fee-Based Financials,3.50,,19.607306,0.7576,5,33.05,True,47.56,9.57,28.5,24.51,21,0.875,2,4,0.25,27.536,0.0016608265552381365,2.1904,,full
SRE,Contracted Infrastructure,5.00,,17.114989,1.0095,19,,False,36.19,47.46,45.0,32.82,15,0.833,2,4,0.25,40.367,0.0007688351786456508,3.211,,full
STE,Healthcare - Established,3.50,,14.841798,1.1236,2,,False,21.08,63.08,28.5,72.16,21,0.875,2,4,0.25,46.204,0.0003058785929091889,3.6753,,credit spread fit on only 2 bonds -- treat with caution
STLD,Energy & Commodities,7.50,,19.50412,,,,False,52.49,,72.5,44.09,29,0.906,1,3,0.3333,56.36,0.0004849723132533397,4.4832,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
STT,Banks & Capital Markets,7.00,moved,14.711489,4.0125,2,,False,20.68,100.0,67.0,79.96,25,0.893,2,4,0.25,66.911,0.0007297079253968105,5.3224,,credit spread fit on only 2 bonds -- treat with caution
STX,Hardware & Components,6.00,split,33.463575,2.2529,1,,False,92.25,96.68,56.0,74.25,19,0.864,2,4,0.25,79.795,0.0027822689494752017,6.3473,,credit spread fit on only 1 bond -- treat with caution
STZ,Consumer Staples,3.00,,21.456245,1.0417,10,33.46,True,53.79,51.88,23.0,74.38,23,0.885,2,4,0.25,50.763,0.0003036513012062198,4.038,,full
SW,Materials & Packaging,4.50,,25.190111,,,,False,77.14,,39.5,83.75,19,0.864,1,3,0.3333,66.796,0.00033292865187393013,5.3133,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
SWK,Quality Industrials,4.00,,22.61482,1.1249,7,,False,67.99,63.5,34.0,86.06,44,0.936,2,4,0.25,62.889,0.00020160331709881423,5.0025,,full
SWKS,Semiconductors & Semicap,6.50,split,28.531433,1.4914,1,,False,84.69,86.17,61.5,77.95,18,0.857,2,4,0.25,77.58,0.00013671099909036384,6.1711,,credit spread fit on only 1 bond -- treat with caution
SYF,Banks & Capital Markets,7.00,moved,19.677637,2.8974,4,,False,54.48,99.45,67.0,87.33,25,0.893,2,4,0.25,77.063,0.00036195342843693457,6.13,,full
SYK,Healthcare - Established,3.50,,14.483448,0.9547,5,31.77,True,31.05,36.12,28.5,37.51,21,0.875,2,4,0.25,33.294,0.0017196871590844686,2.6484,,full
SYY,Consumer Staples,3.00,,19.342802,1.1821,7,25.96,True,26.43,69.3,23.0,62.44,23,0.885,2,4,0.25,45.294,0.000529596999413802,3.6029,,full
T,Telecom & Cable,7.00,split,15.596621,1.4273,52,29.6,True,24.3,83.13,67.0,30.7,6,0.667,2,4,0.25,51.284,0.002325321900978509,4.0794,,full
TAP,Consumer Staples,3.00,,17.987105,,,,False,43.54,,23.0,54.48,23,0.885,1,3,0.3333,40.341,0.00010379392567717508,3.2089,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TDG,Aerospace & Defense,3.50,split,20.585369,,,,False,59.64,,28.5,77.31,13,0.812,1,3,0.3333,55.152,0.000960428956967394,4.3871,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TDY,Quality Industrials,4.00,moved,13.206457,1.2173,2,,False,10.14,72.35,34.0,62.35,44,0.936,2,4,0.25,44.711,0.00041931794039774546,3.5565,,credit spread fit on only 2 bonds -- treat with caution
TECH,Healthcare - Innovation,5.00,,31.628668,,,,False,89.46,,45.0,84.77,27,0.9,1,3,0.3333,73.078,0.00015245124928073978,5.813,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TEL,Hardware & Components,6.00,split,18.832985,0.9004,3,,False,48.91,29.76,56.0,12.5,19,0.864,2,4,0.25,36.792,0.000807433710672026,2.9266,,full
TER,Semiconductors & Semicap,6.50,split,34.980627,,,,False,93.84,,61.5,92.93,18,0.857,1,3,0.3333,82.755,0.0008569875167660018,6.5828,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TFC,Banks & Capital Markets,7.00,,14.481707,1.1637,2,,False,18.69,67.37,67.0,46.82,25,0.893,2,4,0.25,49.97,0.0008730687478595906,3.9749,,credit spread fit on only 2 bonds -- treat with caution
TGT,Defensive Retail,3.50,,23.546254,0.8613,12,37.2,True,65.14,22.29,28.5,47.36,14,0.824,2,4,0.25,40.824,0.0009344071653247967,3.2474,,full
TJX,Defensive Retail,3.50,,11.473452,,,26.45,True,8.73,,28.5,16.01,14,0.824,1,3,0.3333,17.745,0.0022714976567029476,1.4115,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TKO,Media & Entertainment,5.50,split,19.759751,,,,False,54.87,,50.5,46.27,10,0.769,1,3,0.3333,50.548,0.0005027034138488363,4.0208,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TMO,Healthcare - Innovation,5.00,,17.974611,0.8349,8,32.98,True,44.45,17.87,45.0,12.8,27,0.9,2,4,0.25,30.03,0.0029381073054494584,2.3887,,full
TMUS,Telecom & Cable,7.00,split,18.247163,1.3246,16,,False,45.73,77.88,67.0,43.9,6,0.667,2,4,0.25,58.627,0.0026594886271701923,4.6635,,full
TPL,Energy & Commodities,7.50,,33.552905,,,,False,92.64,,72.5,92.16,29,0.906,1,3,0.3333,85.767,0.0003391070098225387,6.8224,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TPR,Consumer Services & Retail,5.00,,27.036977,0.9325,1,,False,81.91,33.63,45.0,45.24,17,0.85,2,4,0.25,51.445,0.0003737749447883233,4.0922,,credit spread fit on only 1 bond -- treat with caution
TRGP,Contracted Infrastructure,5.00,,20.743893,1.2593,6,,False,60.84,74.56,45.0,79.96,15,0.833,2,4,0.25,65.09,0.0008607328075775008,5.1776,,full
TRMB,Quality Industrials,4.00,moved,17.256959,1.4003,1,,False,37.98,80.64,34.0,81.75,44,0.936,2,4,0.25,58.593,0.00017852684661401897,4.6608,,credit spread fit on only 1 bond -- treat with caution
TROW,Asset Management,6.00,split,13.753547,,,,False,12.93,,56.0,22.66,9,0.75,1,3,0.3333,30.528,0.0003177039947595524,2.4284,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TRV,Insurance Underwriters,5.00,,14.008899,0.8875,9,,False,14.92,27.82,45.0,23.05,18,0.857,2,4,0.25,27.696,0.0010566116741597665,2.2031,,full
TSCO,Consumer Services & Retail,5.00,,22.079933,,,,False,64.81,,45.0,61.02,17,0.85,1,3,0.3333,56.944,0.00024488905560694546,4.5296,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TSLA,Heavy Cyclicals,7.00,,30.970827,,,52.47,True,90.53,,67.0,82.95,18,0.857,1,3,0.3333,80.157,0.016032991212130476,6.3761,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TSN,Energy & Commodities,7.50,moved,15.190065,1.0677,6,,False,22.27,56.31,72.5,21.66,29,0.906,2,4,0.25,43.185,0.00027287899633784377,3.4352,,full
TT,Quality Industrials,4.00,,16.618099,0.7398,6,,False,32.81,8.19,34.0,23.56,44,0.936,2,4,0.25,24.639,0.001389877226759647,1.9599,,full
TTD,IT Services & Advertising,7.00,,56.304409,,,,False,99.8,,67.0,86.5,8,0.727,1,3,0.3333,84.434,8.479129680597695e-05,6.7163,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
TTWO,Software & Digital Platforms,5.50,,19.644563,0.9644,2,,False,53.48,38.33,50.5,12.95,35,0.921,2,4,0.25,38.817,0.0006068219029994836,3.0877,,credit spread fit on only 2 bonds -- treat with caution
TXN,Semiconductors & Semicap,6.50,split,22.641918,0.8253,10,49.98,True,79.56,16.49,61.5,13.06,18,0.857,2,4,0.25,42.653,0.003367353569628922,3.3928,,full
TXT,Aerospace & Defense,3.50,split,16.953829,1.081,2,,False,35.59,58.52,28.5,50.5,13,0.812,2,4,0.25,43.277,0.00020500743340438315,3.4425,,credit spread fit on only 2 bonds -- treat with caution
TYL,Software & Digital Platforms,5.50,,25.437308,,,,False,77.73,,50.5,55.86,35,0.921,1,3,0.3333,61.366,0.00018693397912796316,4.8814,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
UAL,Heavy Cyclicals,7.00,,26.612231,,,,False,81.11,,67.0,62.98,18,0.857,1,3,0.3333,70.364,0.0005213015596685009,5.5971,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
UBER,Software & Digital Platforms,5.50,,22.202467,,,40.23,True,68.02,,50.5,42.45,35,0.921,1,3,0.3333,53.657,0.002057967284227132,4.2682,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
UDR,Real Estate,4.50,,13.262228,1.3022,4,,False,10.54,76.77,39.5,67.82,21,0.875,2,4,0.25,48.66,0.00016225795089446244,3.8707,,full
UHS,Healthcare - Services,7.50,,24.198358,1.6927,2,,False,74.36,93.09,72.5,73.84,11,0.786,2,4,0.25,78.444,0.00013949059215450702,6.2398,,credit spread fit on only 2 bonds -- treat with caution
ULTA,Consumer Services & Retail,5.00,,23.256637,,,,False,70.58,,45.0,66.28,17,0.85,1,3,0.3333,60.619,0.00030543460218474764,4.8219,,no credit data -- combined score can shift materially if a credit spread becomes available (see diagnostic 2)
UNH,Healthcare - Services,7.50,,32.996395,1.0001,42,32.87,True,63.0,45.25,72.5,34.94,11,0.786,2,4,0.25,53.921,0.004798397362244442,4.2892,,full
UNP,Contracted Infrastructure,5.00,,13.183464,0.8147,35,27.55,True,14.32,16.21,45.0,15.14,15,0.833,2,4,0.25,22.669,0.0023857711226755677,1.8032,,full
UPS,Transport & Logistics,5.00,,22.409138,0.8661,12,,False,66.2,24.23,45.0,17.5,6,0.667,2,4,0.25,38.233,0.0011662201482179524,3.0413,,full
URI,Heavy Cyclicals,7.00,,22.961871,1.7,5,,False,69.58,93.36,67.0,67.97,18,0.857,2,4,0.25,74.48,0.0009545927223931432,5.9245,,full
USB,Banks & Capital Markets,7.00,,14.146694,0.8645,4,27.37,True,16.03,23.95,67.0,13.67,25,0.893,2,4,0.25,30.163,0.0013545259487396071,2.3993,,full
